7827GD,54,,Kerkuil,Emmen
7827TG,40,,Dwergstern,Emmen
7827TE,17,,Dwergstern,Emmen
7827TE,15,,Dwergstern,Emmen
7827TB,22,,Grote Stern,Emmen
7827TB,41,,Grote Stern,Emmen
7827TA,18,,Grote Stern,Emmen
7827TA,20,,Grote Stern,Emmen
7827DH,40,,Appelvink,Emmen
7827DH,34,,Appelvink,Emmen
7827DH,32,,Appelvink,Emmen
7812KE,109,,Spehornerbrink,Emmen
7812ME,22,,Mantingerbrink,Emmen
7812MC,111,,Mantingerbrink,Emmen
7812MC,115,,Mantingerbrink,Emmen
7812MC,99,,Mantingerbrink,Emmen
7812MZ,200,,Orvelterbrink,Emmen
7826ED,29,,Willem Grolstraat,Emmen
7826ED,19,,Willem Grolstraat,Emmen
7826EE,35,,Willem Grolstraat,Emmen
7826BP,27,,Bargerweg,Emmen
7826BR,90,,Bargerweg,Emmen
7815XH,36,,Meerstraat,Emmen
7815XH,56,,Meerstraat,Emmen
7815XH,42,,Meerstraat,Emmen
7815XH,40,,Meerstraat,Emmen
7815XJ,114,,Meerstraat,Emmen
7815XJ,112,,Meerstraat,Emmen
7815XJ,88,,Meerstraat,Emmen
7815XJ,80,,Meerstraat,Emmen
7827GE,99,,Steenuil,Emmen
7827GE,101,,Steenuil,Emmen
7827GE,102,,Steenuil,Emmen
7827GE,109,,Steenuil,Emmen
7827GK,80,,Steenuil,Emmen
7812ED,152,,Hesselterbrink,Emmen
7812ED,154,,Hesselterbrink,Emmen
7812CA,25,,Hesselterbrink,Emmen
7812EB,92,,Hesselterbrink,Emmen
7812CB,71,,Hesselterbrink,Emmen
7812CB,63,,Hesselterbrink,Emmen
7827DG,17,,Appelvink,Emmen
7827DG,18,,Appelvink,Emmen
7827DG,23,,Appelvink,Emmen
7827DG,7,,Appelvink,Emmen
7827DG,13,,Appelvink,Emmen
7827DD,80,,Distelvink,Emmen
7827DD,84,,Distelvink,Emmen
7827DD,87,,Distelvink,Emmen
7827BP,45,,Kuifmees,Emmen
7827BP,37,,Kuifmees,Emmen
7827BP,41,,Kuifmees,Emmen
7827BP,44,,Kuifmees,Emmen
7827BP,53,,Kuifmees,Emmen
7812ST,294,,Balingerbrink,Emmen
7812SP,208,,Balingerbrink,Emmen
7812SN,198,,Balingerbrink,Emmen
7812SN,196,,Balingerbrink,Emmen
7812AA,69,,Noordbargerstraat,Emmen
7812AA,55,,Noordbargerstraat,Emmen
7812BM,17,,Hogewandweg,Emmen
7811LM,21,,Looweg,Emmen
7811LK,17,,Kalkovenwijk WZ,Emmer-Compascuum
7811LK,9,,'t Oude Loo,Emmen
7811LL,6,,'t Oude Loo,Emmen
7811LH,15,,De Meerakkers,Emmen
7811LH,17,,De Meerakkers,Emmen
7811LJ,14,,De Meerakkers,Emmen
7815XK,132,,Meerstraat,Emmen
7815XK,154,,Meerstraat,Emmen
7815XK,124,,Meerstraat,Emmen
7815XK,122,,Meerstraat,Emmen
7815XB,81,,Meerstraat,Emmen
7815XB,103,,Meerstraat,Emmen
7815XB,83,,Meerstraat,Emmen
7812RM,158,,Ruinerbrink,Emmen
7812RM,190,,Ruinerbrink,Emmen
7812RL,148,,Ruinerbrink,Emmen
7812RL,124,,Ruinerbrink,Emmen
7812RL,126,,Ruinerbrink,Emmen
7812RE,201,,Ruinerbrink,Emmen
7812RD,197,,Ruinerbrink,Emmen
7812CA,37,,Hesselterbrink,Emmen
7812EC,136,,Hesselterbrink,Emmen
7812EC,104,,Hesselterbrink,Emmen
7812DC,230,,Holtingerbrink,Emmen
7812NV,20,,Geuzingerbrink,Emmen
7812NV,10,,Geuzingerbrink,Emmen
7812NV,14,,Geuzingerbrink,Emmen
7812NV,6,,Geuzingerbrink,Emmen
7812NT,65,,Geuzingerbrink,Emmen
7812NK,20,,Asserbrink,Emmen
7812NK,2,,Asserbrink,Emmen
7812NK,4,,Asserbrink,Emmen
7812SJ,245,,Balingerbrink,Emmen
7812LT,23,,Ronerbrink,Emmen
7812LT,19,,Ronerbrink,Emmen
7812LW,40,,Ronerbrink,Emmen
7811CW,25,,Noorder Passage,Emmen
7815XW,28,,Polenstraat,Emmen
7815XV,17,,Polenstraat,Emmen
7815XV,7,,Polenstraat,Emmen
7815XW,10,,Polenstraat,Emmen
7815XG,12,,Meerstraat,Emmen
7815XA,13,,Meerstraat,Emmen
7815RL,12,,Stuwwal,Emmen
7815RL,28,,Stuwwal,Emmen
7827GG,60,,Sneeuwuil,Emmen
7812RE,235,,Ruinerbrink,Emmen
7812TJ,112,,Druwerbrink,Emmen
7812TC,85,,Druwerbrink,Emmen
7812TC,87,,Druwerbrink,Emmen
7812TK,142,,Druwerbrink,Emmen
7812TC,79,,Druwerbrink,Emmen
7812TM,214,,Druwerbrink,Emmen
7812TL,168,,Druwerbrink,Emmen
7812TL,176,,Druwerbrink,Emmen
7812TC,97,,Druwerbrink,Emmen
7812NK,26,,Asserbrink,Emmen
7812NK,32,,Asserbrink,Emmen
7812NL,60,,Asserbrink,Emmen
7827AS,35,,Huismus,Emmen
7827AS,39,,Huismus,Emmen
7827AR,2,,Huismus,Emmen
7827AP,222,,Mussenveld,Emmen
7827AN,201,,Mussenveld,Emmen
7827AN,202,,Mussenveld,Emmen
7827AL,144,,Mussenveld,Emmen
7827AL,152,,Mussenveld,Emmen
7812LX,78,,Ronerbrink,Emmen
7812LX,76,,Ronerbrink,Emmen
7812LX,70,,Ronerbrink,Emmen
7812MR,38,,Orvelterbrink,Emmen
7812MR,32,,Orvelterbrink,Emmen
7811KR,466,,Klepel,Emmen
7811KR,456,,Klepel,Emmen
7811KR,474,,Klepel,Emmen
7812AP,11,,Hooggoorns,Emmen
7811JP,108,,Wilhelminastraat,Emmen
7811KJ,34,,Van Schaikweg,Emmen
7827GG,44,,Sneeuwuil,Emmen
7827GG,52,,Sneeuwuil,Emmen
