3,7587SC,Poldermolen,de Lutte
284,7586BZ,Hoofdstraat,Overdinkel
12,7581RJ,Hagenvoorde,Losser
107,7581XL,Meidoornstraat,Losser
20,7582AA,Dr L de Bruijnstraat,Losser
37,7582AX,Dr Frederiksstraat,Losser
46,7587NH,Bentheimerstraat,de Lutte
15,7587RH,Luttermolenweg,de Lutte
5,7586RH,Fleuerweg,Overdinkel
11,7587RP,Rosmolen,de Lutte
15,7587RL,Beltmolen,de Lutte
4,7587RN,Torenmolen,de Lutte
9,7587SE,Korenmolen,de Lutte
1,7581HG,Schoklandweg,Losser
13,7587SG,Pelmolen,de Lutte
102,7581XZ,Vicarystraat,Losser
40,7581XZ,Vicarystraat,Losser
4,7581XZ,Vicarystraat,Losser
66,7581XZ,Vicarystraat,Losser
86,7581XZ,Vicarystraat,Losser
62,7581XZ,Vicarystraat,Losser
3,7587AE,Beatrixstraat,de Lutte
19,7588SC,Lomanskamp,Beuningen
38,7588SB,Lomanskamp,Beuningen
21,7588PE,Punthuizerweg,Beuningen
19,7587SB,Grondzeiler,de Lutte
9,7587SB,Grondzeiler,de Lutte
7,7588SC,Lomanskamp,Beuningen
26,7582AA,Dr L de Bruijnstraat,Losser
14,7587RN,Torenmolen,de Lutte
16,7587RN,Torenmolen,de Lutte
18,7587RN,Torenmolen,de Lutte
8,7581PM,Hooimaatweg,Losser
48,7585PM,Glanerbrugstraat,Glane
13,7587LH,Lutterzandweg,de Lutte
19,7587RL,Beltmolen,de Lutte
1,7588RR,Schoolweg,Beuningen
26,7587BV,Smidskaamp,de Lutte
1,7587SH,Oliemolen,de Lutte
10,7587LK,Lage Kaviksweg,de Lutte
5,7587BH,Tapuitstraat,de Lutte
64,7581XR,Lijsterbesstraat,Losser
42,7581AE,Roberinkstraat,Losser
13,7581XN,Meidoornstraat,Losser
37,7581XM,Meidoornstraat,Losser
48,7581XR,Lijsterbesstraat,Losser
26,7581XS,Lijsterbesstraat,Losser
30,7581XS,Lijsterbesstraat,Losser
17,7581XX,Lijsterbesstraat,Losser
54,7581XR,Lijsterbesstraat,Losser
3,7586GT,Heideveldweg,Overdinkel
60,7586GV,het Witte Zand,Overdinkel
54,7586GV,het Witte Zand,Overdinkel
28,7586GV,het Witte Zand,Overdinkel
20,7586GV,het Witte Zand,Overdinkel
18,7586GV,het Witte Zand,Overdinkel
14,7586GV,het Witte Zand,Overdinkel
46,7586GV,het Witte Zand,Overdinkel
15,7586GW,het Witte Zand,Overdinkel
40,7586GV,het Witte Zand,Overdinkel
36,7586GV,het Witte Zand,Overdinkel
43,7586GW,het Witte Zand,Overdinkel
17,7586GT,Heideveldweg,Overdinkel
63,7586GW,het Witte Zand,Overdinkel
3,7588SC,Lomanskamp,Beuningen
145,7582GP,Hofkamp,Losser
3,7581JE,Langenkamp,Losser
8,7586DA,het Welpelo,Overdinkel
47,7586DC,het Welpelo,Overdinkel
37,7586DC,het Welpelo,Overdinkel
33,7586DB,het Welpelo,Overdinkel
42,7587RM,Tjaskermolen,de Lutte
14,7582RC,Glanerbrugdijk,Losser
28,7581XK,Meidoornstraat,Losser
8,7581PN,Smuddeweg,Losser
6,7586BM,Elferinksweg,Overdinkel
5,7587BX,Ambachtstraat,de Lutte
68,7581XH,Meidoornstraat,Losser
58,7581XH,Meidoornstraat,Losser
48,7581DT,Willibrordlaan,Losser
18,7581DR,Willibrordlaan,Losser
35,7581DS,Willibrordlaan,Losser
39,7581DS,Willibrordlaan,Losser
8,7586AP,Willem Gamestraat,Overdinkel
20,7586AP,Willem Gamestraat,Overdinkel
30,7586BE,Wilhelminastraat,Overdinkel
28,7586BE,Wilhelminastraat,Overdinkel
33,7586BD,Wilhelminastraat,Overdinkel
12,7586BE,Wilhelminastraat,Overdinkel
92,7581HD,Wilgenkamp,Losser
13,7581HA,Wilgenkamp,Losser
88,7581HD,Wilgenkamp,Losser
50,7581HC,Wilgenkamp,Losser
48,7581HC,Wilgenkamp,Losser
36,7581HC,Wilgenkamp,Losser
53,7586EB,Weverstraat,Overdinkel
29,7586EA,Weverstraat,Overdinkel
23,7586EA,Weverstraat,Overdinkel
17,7586EA,Weverstraat,Overdinkel
74,7586CR,Wethouder Hassingstraat,Overdinkel
57,7586CN,Wethouder Hassingstraat,Overdinkel
42,7586CR,Wethouder Hassingstraat,Overdinkel
27,7586CM,Wethouder Hassingstraat,Overdinkel
1,7586CM,Wethouder Hassingstraat,Overdinkel
2,7586CP,Wethouder Hassingstraat,Overdinkel
13,7586BJ,Welpeloweg,Overdinkel
35,7587RV,Stellingmolen,de Lutte
36,7587RV,Stellingmolen,de Lutte
11,7587RN,Torenmolen,de Lutte
17,7587RN,Torenmolen,de Lutte
47,7587RN,Torenmolen,de Lutte
12,7587RK,Stendermolen,de Lutte
1,7587RL,Beltmolen,de Lutte
22,7587RL,Beltmolen,de Lutte
25,7587RP,Rosmolen,de Lutte
15,7587RP,Rosmolen,de Lutte
17,7587RK,Stendermolen,de Lutte
29,7581PV,Nijverheidstraat,Losser
16,7581PV,Nijverheidstraat,Losser
4,7587LZ,Oude Postweg,de Lutte
12,7581TW,Keizerskroon,Losser
30,7581TW,Keizerskroon,Losser
34,7581TW,Keizerskroon,Losser
44,7581TW,Keizerskroon,Losser
54,7581TW,Keizerskroon,Losser
114,7586GC,Veldkamp,Overdinkel
108,7586GC,Veldkamp,Overdinkel
142,7586GD,Veldkamp,Overdinkel
128,7586GD,Veldkamp,Overdinkel
172,7586GN,Veldkamp,Overdinkel
176,7586GN,Veldkamp,Overdinkel
184,7586GP,Veldkamp,Overdinkel
216,7586GP,Veldkamp,Overdinkel
103,7586GH,Veldkamp,Overdinkel
105,7586GH,Veldkamp,Overdinkel
107,7586GH,Veldkamp,Overdinkel
89,7586GH,Veldkamp,Overdinkel
16,7586GA,Veldkamp,Overdinkel
17,7586GE,Veldkamp,Overdinkel
19,7586GE,Veldkamp,Overdinkel
53,7586GG,Veldkamp,Overdinkel
39,7586GE,Veldkamp,Overdinkel
44,7586GA,Veldkamp,Overdinkel
36,7586GA,Veldkamp,Overdinkel
11,7581EJ,Valkstraat,Losser
14,7581EK,Valkstraat,Losser
23,7581EJ,Valkstraat,Losser
33,7581EJ,Valkstraat,Losser
30,7581EK,Valkstraat,Losser
67,7581TM,Tulpstraat,Losser
69,7581TM,Tulpstraat,Losser
5,7585PA,Weertsstraat,Glane
18,7582ZL,Dingeldeinstraat,Losser
39,7582EL,van Beethovenlaan,Losser
28,7582EM,van Beethovenlaan,Losser
20,7582EM,van Beethovenlaan,Losser
29,7582JD,het Swennink,Losser
35,7582JD,het Swennink,Losser
7,7582JD,het Swennink,Losser
12,7582JD,het Swennink,Losser
2,7582JD,het Swennink,Losser
24,7582HW,het Lukens,Losser
19,7582HN,het Lukens,Losser
13,7582HN,het Lukens,Losser
3,7582HN,het Lukens,Losser
12,7582HW,het Lukens,Losser
18,7582HW,het Lukens,Losser
4,7582HW,het Lukens,Losser
8,7582JC,het Kloppenberg,Losser
5,7582JC,het Kloppenberg,Losser
7,7582JC,het Kloppenberg,Losser
138,7582DH,het Egbertink,Losser
128,7582DH,het Egbertink,Losser
124,7582DH,het Egbertink,Losser
82,7582DG,het Egbertink,Losser
64,7582DG,het Egbertink,Losser
52,7582DG,het Egbertink,Losser
42,7582DG,het Egbertink,Losser
44,7582DG,het Egbertink,Losser
38,7582DE,het Egbertink,Losser
11,7582DJ,het Egbertink,Losser
12,7582DE,het Egbertink,Losser
8,7582DE,het Egbertink,Losser
43,7582DD,het Boerrigter,Losser
35,7582DD,het Boerrigter,Losser
27,7582DD,het Boerrigter,Losser
23,7582DD,het Boerrigter,Losser
104,7582DC,het Boerrigter,Losser
100,7582DC,het Boerrigter,Losser
98,7582DC,het Boerrigter,Losser
19,7582DD,het Boerrigter,Losser
84,7582DC,het Boerrigter,Losser
76,7582DC,het Boerrigter,Losser
56,7582DB,het Boerrigter,Losser
9,7586DB,het Welpelo,Overdinkel
2,7582BN,de Esch,Losser
6,7582BN,de Esch,Losser
18,7582BN,de Esch,Losser
9,7582BM,de Esch,Losser
7,7582BM,de Esch,Losser
67,7581JD,de Brink,Losser
3,7581JC,de Brink,Losser
11,7581JC,de Brink,Losser
53,7581JD,de Brink,Losser
15,7581VH,Zonnedauwhof,Losser
12,7581VG,Zonnedauwhof,Losser
3,7581VH,Zonnedauwhof,Losser
3,7582PX,Zoekerweg,Losser
17,7587LA,Zandhuizerweg,de Lutte
11,7587LA,Zandhuizerweg,de Lutte
8,7581ER,Wouwstraat,Losser
5,7581ER,Wouwstraat,Losser
45,7586CT,Ververstraat,Overdinkel
28,7586CW,Ververstraat,Overdinkel
8,7586CV,Ververstraat,Overdinkel
29,7586CS,Ververstraat,Overdinkel
3,7586CS,Ververstraat,Overdinkel
3,7581PP,Veldmatenweg,Losser
42,7586GR,Vosbultkamp,Overdinkel
21,7586GR,Vosbultkamp,Overdinkel
10,7586GR,Vosbultkamp,Overdinkel
8,7581TL,Tulpstraat,Losser
7,7582HT,Tönsweg,Losser
17,7586BA,Tjibbe Knolstraat,Overdinkel
19,7586BA,Tjibbe Knolstraat,Overdinkel
31,7586BA,Tjibbe Knolstraat,Overdinkel
37,7586BA,Tjibbe Knolstraat,Overdinkel
45,7586BA,Tjibbe Knolstraat,Overdinkel
38,7586BC,Tjibbe Knolstraat,Overdinkel
24,7586BC,Tjibbe Knolstraat,Overdinkel
22,7586BC,Tjibbe Knolstraat,Overdinkel
55,7586SC,Tiekenveenweg,Overdinkel
19,7586SB,Tiekenveenweg,Overdinkel
9,7586SB,Tiekenveenweg,Overdinkel
25,7582DL,het Bentman,Losser
38,7582DK,het Bentman,Losser
24,7582DK,het Bentman,Losser
22,7582DK,het Bentman,Losser
14,7582DK,het Bentman,Losser
1,7582DL,het Bentman,Losser
7,7582DL,het Bentman,Losser
2,7582DK,het Bentman,Losser
4,7582DK,het Bentman,Losser
12,7582HP,het Adelsgoor,Losser
2,7582HP,het Adelsgoor,Losser
19,7582HP,het Adelsgoor,Losser
1,7582HP,het Adelsgoor,Losser
2,7582HR,de Klomp,Losser
40,7582AN,Zweermanstraat,Losser
35,7582AM,Zweermanstraat,Losser
