3,7587SC,Poldermolen,de Lutte
26,7582AN,Zweermanstraat,Losser
23,7582AM,Zweermanstraat,Losser
21,7582AM,Zweermanstraat,Losser
17,7582AM,Zweermanstraat,Losser
7,7582JA,Wiggers Kempke,Losser
5,7582JA,Wiggers Kempke,Losser
14,7582JA,Wiggers Kempke,Losser
16,7582JA,Wiggers Kempke,Losser
9,7582PK,Voswinkelsteeg,Losser
5,7588PX,Voortmansweg,Beuningen
8,7588PS,Volterdijk,Beuningen
39,7581AT,Vlasakker,Losser
39,7582AT,Vlasakker,Losser
35,7582AT,Vlasakker,Losser
33,7582AT,Vlasakker,Losser
37,7582AT,Vlasakker,Losser
23,7582AS,Vlasakker,Losser
69,7586CT,Ververstraat,Overdinkel
67,7586CT,Ververstraat,Overdinkel
52,7586CW,Ververstraat,Overdinkel
42,7586CW,Ververstraat,Overdinkel
36,7586CW,Ververstraat,Overdinkel
93,7586CG,Spinnersweg,Overdinkel
120,7586CK,Spinnersweg,Overdinkel
87,7586CG,Spinnersweg,Overdinkel
75,7586CG,Spinnersweg,Overdinkel
55,7586CE,Spinnersweg,Overdinkel
72,7586CJ,Spinnersweg,Overdinkel
66,7586CJ,Spinnersweg,Overdinkel
38,7586CH,Spinnersweg,Overdinkel
33,7586CD,Spinnersweg,Overdinkel
25,7586CD,Spinnersweg,Overdinkel
28,7586CH,Spinnersweg,Overdinkel
16,7586CH,Spinnersweg,Overdinkel
15,7586CD,Spinnersweg,Overdinkel
12,7586CH,Spinnersweg,Overdinkel
15,7581EP,Sperwerstraat,Losser
5,7581PN,Smuddeweg,Losser
10,7581HE,Smitsbreeweg,Losser
19,7581GZ,Smalmaatstraat,Losser
13,7581GZ,Smalmaatstraat,Losser
5,7581GZ,Smalmaatstraat,Losser
30,7581HJ,Smalmaatstraat,Losser
10,7581AP,Bernard Leurinkstraat,Losser
28,7582EK,Schubertstraat,Losser
24,7582EK,Schubertstraat,Losser
15,7586AR,Schoolstraat,Overdinkel
11,7586AR,Schoolstraat,Overdinkel
273,7581GP,Scholtinkstraat,Losser
261,7581GP,Scholtinkstraat,Losser
239,7581GN,Scholtinkstraat,Losser
221,7581GN,Scholtinkstraat,Losser
206,7581GX,Scholtinkstraat,Losser
209,7581GN,Scholtinkstraat,Losser
188,7581GW,Scholtinkstraat,Losser
182,7581GW,Scholtinkstraat,Losser
174,7581GW,Scholtinkstraat,Losser
71,7581TM,Tulpstraat,Losser
45,7581TN,Tulpstraat,Losser
30,7581TK,Tulpstraat,Losser
39,7581TN,Tulpstraat,Losser
17,7581TN,Tulpstraat,Losser
13,7581TN,Tulpstraat,Losser
16,7581DL,Pallick van Hoevellaan,Losser
8,7587LW,Paasbergweg,de Lutte
5,7587LW,Paasbergweg,de Lutte
71,7588RV,Oude Dijk,Beuningen
5,7581EW,Oranjestraat,Losser
21,7581EW,Oranjestraat,Losser
48,7581AV,Oldenzaalsestraat,Losser
86,7581PW,Oldenzaalsestraat,Losser
130,7581PW,Oldenzaalsestraat,Losser
138,7587PK,Oldenzaalsestraat,de Lutte
157,7587PJ,Oldenzaalsestraat,de Lutte
16,7582PT,Broekhoekweg,Losser
7,7581DZ,Denekamperdijk,Losser
5,7581DM,Pallick van Hoevellaan,Losser
6,7581PV,Nijverheidstraat,Losser
24,7588RB,Nijenhaerweg,Beuningen
19,7588RA,Nijenhaerweg,Beuningen
48,7581VT,Neercasselstraat,Losser
58,7581VT,Neercasselstraat,Losser
62,7581VT,Neercasselstraat,Losser
64,7581VT,Neercasselstraat,Losser
46,7581VT,Neercasselstraat,Losser
36,7581VV,Neercasselstraat,Losser
24,7581VV,Neercasselstraat,Losser
20,7581VV,Neercasselstraat,Losser
11,7581VW,Neercasselstraat,Losser
9,7581VW,Neercasselstraat,Losser
7,7581VW,Neercasselstraat,Losser
5,7581VW,Neercasselstraat,Losser
1,7581VW,Neercasselstraat,Losser
156,7581GV,Scholtinkstraat,Losser
161,7581GL,Scholtinkstraat,Losser
126,7581GV,Scholtinkstraat,Losser
114,7581GT,Scholtinkstraat,Losser
110,7581GT,Scholtinkstraat,Losser
102,7581GT,Scholtinkstraat,Losser
119,7581GJ,Scholtinkstraat,Losser
97,7581GJ,Scholtinkstraat,Losser
74,7581GS,Scholtinkstraat,Losser
81,7581GH,Scholtinkstraat,Losser
67,7581GH,Scholtinkstraat,Losser
46,7581GR,Scholtinkstraat,Losser
40,7581GR,Scholtinkstraat,Losser
43,7581GG,Scholtinkstraat,Losser
13,7586RE,Ruhenbergerweg,Overdinkel
44,7581TA,Rozenstraat,Losser
9,7581TB,Rozenstraat,Losser
13,7581TB,Rozenstraat,Losser
5,7586SB,Tiekenveenweg,Overdinkel
4,7586EJ,Talmaplein,Overdinkel
24,7586EJ,Talmaplein,Overdinkel
34,7586EJ,Talmaplein,Overdinkel
44,7586EJ,Talmaplein,Overdinkel
27,7586EK,Talmaplein,Overdinkel
29,7582EC,Sweelinckstraat,Losser
5,7582EC,Sweelinckstraat,Losser
1,7582EC,Sweelinckstraat,Losser
65,7582ED,Sweelinckstraat,Losser
34,7582EB,Sweelinckstraat,Losser
14,7582EA,Sweelinckstraat,Losser
8,7586RR,Strootsweg,Overdinkel
21,7581BJ,Steenstraat,Losser
22,7581BL,Steenstraat,Losser
20,7581BL,Steenstraat,Losser
43,7581BK,Steenstraat,Losser
49,7581BK,Steenstraat,Losser
40,7581BL,Steenstraat,Losser
56,7581BZ,Sportlaan,Losser
130,7586CL,Spinnersweg,Overdinkel
124,7586CL,Spinnersweg,Overdinkel
12,7581DK,Pastoor Blokhofpad,Losser
8,7582BD,Markeweg,Losser
45,7582BA,Markeweg,Losser
37,7582BZ,Markeweg,Losser
19,7582BR,Markedal,Losser
20,7581DG,Marcellinuslaan,Losser
39,7581DJ,Marcellinuslaan,Losser
25,7581DH,Marcellinuslaan,Losser
5,7581DH,Marcellinuslaan,Losser
2,7581DG,Marcellinuslaan,Losser
19,7581VW,Neercasselstraat,Losser
56,7581XR,Lijsterbesstraat,Losser
47,7581TG,Narcisstraat,Losser
6,7581DN,Roveniuslaan,Losser
6,7587LJ,Roorderheurneweg,de Lutte
42,7582BX,Richterstraat,Losser
44,7582BX,Richterstraat,Losser
48,7582BX,Richterstraat,Losser
127,7582BC,Markeweg,Losser
36,7582BX,Richterstraat,Losser
26,7582BX,Richterstraat,Losser
25,7582BV,Richterstraat,Losser
31,7582BV,Richterstraat,Losser
4,7581SR,Reigerstraat,Losser
23,7581ST,Reigerstraat,Losser
20,7581SR,Reigerstraat,Losser
16,7581SR,Reigerstraat,Losser
14,7581SR,Reigerstraat,Losser
52,7582JB,Reekersgaarden,Losser
48,7582JB,Reekersgaarden,Losser
40,7582JB,Reekersgaarden,Losser
3,7582JB,Reekersgaarden,Losser
6,7582JB,Reekersgaarden,Losser
2,7581PB,Ravenhorsterweg,Losser
6,7581PB,Ravenhorsterweg,Losser
3,7581PB,Ravenhorsterweg,Losser
26,7581AL,Sint Maartenstraat,Losser
8,7586BG,Prins Hendrikstraat,Overdinkel
8,7586BH,Prins Bernhardstraat,Overdinkel
6,7587LS,Populierendijk,de Lutte
34,7581SX,Pelikaanstraat,Losser
8,7581SX,Pelikaanstraat,Losser
2,7581SX,Pelikaanstraat,Losser
40,7586CC,Pastoor van Laakstraat,Overdinkel
32,7586CC,Pastoor van Laakstraat,Overdinkel
31,7586CB,Pastoor van Laakstraat,Overdinkel
29,7587AL,Plechelmusstraat,de Lutte
4,7587AP,Pastoor Rudingpad,de Lutte
27,7587AP,Pastoor Geerdinkstraat,de Lutte
26,7587AX,Nachtegaalstraat,de Lutte
19,7587AW,Nachtegaalstraat,de Lutte
1,7585PV,Meulderinksesch,Glane
23,7587AT,Merelstraat,de Lutte
16,7587AV,Merelstraat,de Lutte
41,7588PL,Mekkelhorsterstraat,Beuningen
63,7581XL,Meidoornstraat,Losser
61,7581XM,Meidoornstraat,Losser
95,7582BB,Markeweg,Losser
50,7582BE,Markeweg,Losser
85,7582BB,Markeweg,Losser
83,7582BB,Markeweg,Losser
38,7582BD,Markeweg,Losser
75,7582BA,Markeweg,Losser
67,7582BA,Markeweg,Losser
12,7582BD,Markeweg,Losser
28,7587BL,Zwaluwstraat,de Lutte
14,7587BL,Zwaluwstraat,de Lutte
8,7587AZ,Wielewaalstraat,de Lutte
4,7587BC,Spechtstraat,de Lutte
28,7587PD,Postweg,de Lutte
21,7587PB,Postweg,de Lutte
10,7587PD,Postweg,de Lutte
13,7581EA,Kloppenstraat,Losser
21,7581GE,Kloosterstraat,Losser
14,7581AB,Kerkstraat,Losser
175,7586AD,Kerkhofweg,Overdinkel
281,7586AG,Kerkhofweg,Overdinkel
263,7586AG,Kerkhofweg,Overdinkel
166,7586AN,Kerkhofweg,Overdinkel
235,7586AE,Kerkhofweg,Overdinkel
128,7586AM,Kerkhofweg,Overdinkel
126,7586AM,Kerkhofweg,Overdinkel
149,7586AC,Kerkhofweg,Overdinkel
76,7586AK,Kerkhofweg,Overdinkel
133,7586AC,Kerkhofweg,Overdinkel
121,7586AC,Kerkhofweg,Overdinkel
117,7586AC,Kerkhofweg,Overdinkel
60,7586AK,Kerkhofweg,Overdinkel
65,7586AB,Kerkhofweg,Overdinkel
63,7586AB,Kerkhofweg,Overdinkel
73,7586AB,Kerkhofweg,Overdinkel
85,7586AB,Kerkhofweg,Overdinkel
81,7586AB,Kerkhofweg,Overdinkel
26,7586AH,Kerkhofweg,Overdinkel
18,7586AH,Kerkhofweg,Overdinkel
10,7586AH,Kerkhofweg,Overdinkel
37,7586AA,Kerkhofweg,Overdinkel
33,7586AA,Kerkhofweg,Overdinkel
11,7586AA,Kerkhofweg,Overdinkel
1,7586AA,Kerkhofweg,Overdinkel
95,7581AC,Kostersgaarden,Losser
67,7581AC,Kostersgaarden,Losser
41,7581AC,Kostersgaarden,Losser
23,7581AC,Kostersgaarden,Losser
37,7581AC,Kostersgaarden,Losser
48,7581AC,Kostersgaarden,Losser
5,7581RM,Bredenhorst,Losser
81,7581RA,Lutterstraat,Losser
23,7588PB,Lutterzandweg,Beuningen
115,7581PL,Lutterstraat,Losser
122,7581PL,Lutterstraat,Losser
126,7581PL,Lutterstraat,Losser
104,7581PL,Lutterstraat,Losser
102,7581PL,Lutterstraat,Losser
20,7581TE,Narcisstraat,Losser
21,7581TH,Narcisstraat,Losser
7,7581TH,Narcisstraat,Losser
67,7582ZX,Möllenbergstraat,Losser
30,7582ZW,Möllenbergstraat,Losser
47,7582ZX,Möllenbergstraat,Losser
18,7582ZW,Möllenbergstraat,Losser
10,7582ZW,Möllenbergstraat,Losser
17,7582ZZ,Möllenbergstraat,Losser
13,7582ZZ,Möllenbergstraat,Losser
38,7582AL,Muchteweg,Losser
28,7582AL,Muchteweg,Losser
22,7582AL,Muchteweg,Losser
14,7582AL,Muchteweg,Losser
12,7582AL,Muchteweg,Losser
18,7582ER,Mozartstraat,Losser
41,7582ES,Mozartstraat,Losser
83,7582ET,Mozartstraat,Losser
49,7581BM,Molenstraat,Losser
31,7581BM,Molenstraat,Losser
11,7587BT,het Haverkotte,de Lutte
13,7587BT,het Haverkotte,de Lutte
92,7587BP,Zwaluwstraat,de Lutte
78,7587BM,Zwaluwstraat,de Lutte
84,7586BV,Hoofdstraat,Overdinkel
75,7586BL,Hoofdstraat,Overdinkel
73,7586BL,Hoofdstraat,Overdinkel
60,7586BT,Hoofdstraat,Overdinkel
17,7586BK,Hoofdstraat,Overdinkel
62,7581BV,Lutterstraat,Losser
46,7581BV,Lutterstraat,Losser
37,7581BT,Lutterstraat,Losser
19,7581BS,Lutterstraat,Losser
23,7581BS,Lutterstraat,Losser
6,7587RP,Rosmolen,de Lutte
18,7581DD,Ludgeruslaan,Losser
11,7581DE,Ludgeruslaan,Losser
21,7587PV,Lossersestraat,de Lutte
79,7581XV,Lijsterbesstraat,Losser
67,7581XV,Lijsterbesstraat,Losser
53,7581XV,Lijsterbesstraat,Losser
28,7581SV,Lepelaarstraat,Losser
32,7581SV,Lepelaarstraat,Losser
17,7581SW,Lepelaarstraat,Losser
14,7581SV,Lepelaarstraat,Losser
4,7581SV,Lepelaarstraat,Losser
45,7581TR,Leliestraat,Losser
34,7581TP,Leliestraat,Losser
13,7581TS,Leliestraat,Losser
16,7581TP,Leliestraat,Losser
12,7581TP,Leliestraat,Losser
21,7581TS,Leliestraat,Losser
7,7587BA,Leeuwerikstraat,de Lutte
78,7581JG,Langenkamp,Losser
28,7581JE,Langenkamp,Losser
30,7581JE,Langenkamp,Losser
68,7581JG,Langenkamp,Losser
42,7581JE,Langenkamp,Losser
8,7581JE,Langenkamp,Losser
6,7586RS,Lakerinksweg,Overdinkel
7,7586RS,Lakerinksweg,Overdinkel
12,7587NM,Kruisseltlaan,de Lutte
3,7582CL,Kremersweg,Losser
43,7585PN,Kremersveenweg,Glane
29,7585PN,Kremersveenweg,Glane
107,7581EC,Kloppenstraat,Losser
111,7581EC,Kloppenstraat,Losser
67,7581EB,Kloppenstraat,Losser
50,7581ED,Kloppenstraat,Losser
42,7581ED,Kloppenstraat,Losser
53,7581EB,Kloppenstraat,Losser
39,7581EA,Kloppenstraat,Losser
41,7581EA,Kloppenstraat,Losser
30,7581ED,Kloppenstraat,Losser
35,7581TZ,Irisstraat,Losser
4,7587AK,Irenestraat,de Lutte
26,7587BS,IJsvogelstraat,de Lutte
4,7582BP,Hooibeek,Losser
261,7586BS,Hoofdstraat,Overdinkel
128,7586BW,Hoofdstraat,Overdinkel
13,7581RH,Collendoorn,Losser
66,7581TW,Keizerskroon,Losser
86,7581TW,Keizerskroon,Losser
55,7586AV,Julianastraat,Overdinkel
42,7586AX,Julianastraat,Overdinkel
25,7586AT,Julianastraat,Overdinkel
26,7586AW,Julianastraat,Overdinkel
23,7586AT,Julianastraat,Overdinkel
13,7586AT,Julianastraat,Overdinkel
15,7582EP,J S Bachstraat,Losser
11,7582EP,J S Bachstraat,Losser
105,7581TW,Irisstraat,Losser
111,7581TW,Irisstraat,Losser
99,7581TW,Irisstraat,Losser
87,7581TX,Irisstraat,Losser
46,7581TV,Irisstraat,Losser
65,7581TX,Irisstraat,Losser
1,7582EZ,Haydnstraat,Losser
16,7581EH,Havikstraat,Losser
26,7581EH,Havikstraat,Losser
27,7581EG,Havikstraat,Losser
1,7588PB,Hassinkhofweg,Beuningen
2,7588RD,Harbertweg,Beuningen
57,7581BD,Hannekerveldweg,Losser
43,7581BD,Hannekerveldweg,Losser
35,7581BC,Hannekerveldweg,Losser
21,7581BC,Hannekerveldweg,Losser
17,7581BC,Hannekerveldweg,Losser
21,7587LK,Hanhofweg,de Lutte
433,7585PD,Gronausestraat,Glane
427,7585PD,Gronausestraat,Glane
411,7585PC,Gronausestraat,Glane
407,7585PC,Gronausestraat,Glane
405,7585PC,Gronausestraat,Glane
395,7585PC,Gronausestraat,Glane
359,7585PB,Gronausestraat,Glane
363,7585PB,Gronausestraat,Glane
331,7585PB,Gronausestraat,Glane
325,7585PB,Gronausestraat,Glane
298,7581PZ,Gronausestraat,Losser
290,7581CP,Gronausestraat,Losser
272,7581CP,Gronausestraat,Losser
262,7581CP,Gronausestraat,Losser
265,7581CV,Gronausestraat,Losser
236,7581CN,Gronausestraat,Losser
253,7581CV,Gronausestraat,Losser
213,7581CT,Gronausestraat,Losser
219,7581CT,Gronausestraat,Losser
199,7581CS,Gronausestraat,Losser
185,7581CS,Gronausestraat,Losser
169,7581CS,Gronausestraat,Losser
161,7581CS,Gronausestraat,Losser
27,7581BH,Houtstraat,Losser
19,7581BH,Houtstraat,Losser
3,7581BH,Houtstraat,Losser
19,7581PM,Hooimaatweg,Losser
4,7582GA,Hofkamp,Losser
17,7581RM,Bredenhorst,Losser
2,7581RD,Everlo,Losser
12,7581RD,Everlo,Losser
16,7581RD,Everlo,Losser
26,7581RD,Everlo,Losser
15,7581RD,Everlo,Losser
3,7581RG,Warmelo,Losser
48,7581RC,Weemselo,Losser
35,7581RC,Weemselo,Losser
40,7581RG,Warmelo,Losser
29,7581RC,Weemselo,Losser
6,7581RG,Warmelo,Losser
7,7581RC,Weemselo,Losser
18,7581RC,Weemselo,Losser
10,7581RC,Weemselo,Losser
12,7585PT,Kennebroeksweg,Glane
44,7581RG,Warmelo,Losser
17,7581RE,Twickelo,Losser
23,7581RE,Twickelo,Losser
5,7581RE,Twickelo,Losser
6,7581RL,Arkelstein,Losser
10,7581RH,Collendoorn,Losser
4,7581RH,Collendoorn,Losser
5,7581RH,Collendoorn,Losser
11,7582AX,Dr Frederiksstraat,Losser
9,7582AX,Dr Frederiksstraat,Losser
12,7582HV,Dorpergaarden,Losser
45,7582HV,Dorpergaarden,Losser
31,7582HV,Dorpergaarden,Losser
13,7582HV,Dorpergaarden,Losser
7,7582CX,Diepenbrocklaan,Losser
34,7581PJ,Denekamperdijk,Losser
30,7581PJ,Denekamperdijk,Losser
243,7582GT,Hofkamp,Losser
241,7582GT,Hofkamp,Losser
32,7582GB,Hofkamp,Losser
26,7582GB,Hofkamp,Losser
230,7582GJ,Hofkamp,Losser
267,7582GV,Hofkamp,Losser
112,7582GD,Hofkamp,Losser
104,7582GD,Hofkamp,Losser
202,7582GH,Hofkamp,Losser
174,7582GG,Hofkamp,Losser
237,7582GS,Hofkamp,Losser
6,7588PC,Holtweg,Beuningen
30,7582BT,Holtinkstraat,Losser
4,7582BT,Holtinkstraat,Losser
183,7582CD,Hogeweg,Losser
171,7582CD,Hogeweg,Losser
100,7582CJ,Hogeweg,Losser
88,7582CJ,Hogeweg,Losser
66,7582CH,Hogeweg,Losser
