52,2982BW,Seringenstraat,Ridderkerk
41,2981BT,Oudelandseweg,Ridderkerk
3,2985BC,Da Costalaan,Ridderkerk
6,2985BC,Da Costalaan,Ridderkerk
99,2986PD,Zalm,Ridderkerk
3,2986BE,Zwaluw,Ridderkerk
4,2986BE,Zwaluw,Ridderkerk
10,2986BE,Zwaluw,Ridderkerk
12,2986BE,Zwaluw,Ridderkerk
15,2986BE,Zwaluw,Ridderkerk
26,2986BG,Zwaluw,Ridderkerk
28,2986BG,Zwaluw,Ridderkerk
101,2985BV,Jan Luykenstraat,Ridderkerk
125,2986EG,Rosmolen,Ridderkerk
135,2986EH,Rosmolen,Ridderkerk
65,2985AN,Kerkweg,Ridderkerk
66,2985AV,Kerkweg,Ridderkerk
76,2985AV,Kerkweg,Ridderkerk
88,2985AV,Kerkweg,Ridderkerk
94,2985AV,Kerkweg,Ridderkerk
48,2985SX,Kloosplantsoen,Ridderkerk
52,2985SX,Kloosplantsoen,Ridderkerk
58,2985SX,Kloosplantsoen,Ridderkerk
62,2985SX,Kloosplantsoen,Ridderkerk
39,2985VW,Het Sonnet,Ridderkerk
25,2986SB,Bliek,Ridderkerk
213,2985AR,Kerkweg,Ridderkerk
23,2985BL,Slauerhoffstraat,Ridderkerk
37,2985BL,Slauerhoffstraat,Ridderkerk
5,2985XA,Bilderdijklaan,Ridderkerk
25,2985VP,Vondellaan,Ridderkerk
33,2981BJ,Fresiastraat,Ridderkerk
45,2981BJ,Fresiastraat,Ridderkerk
56,2985CL,Klooslaan,Ridderkerk
60,2985CL,Klooslaan,Ridderkerk
4,2985SX,Kloosplantsoen,Ridderkerk
66,2985XB,Bilderdijklaan,Ridderkerk
100,2982AP,Koninginneweg,Ridderkerk
103,2982AJ,Koninginneweg,Ridderkerk
108,2982AP,Koninginneweg,Ridderkerk
109,2982AJ,Koninginneweg,Ridderkerk
35,2981CS,Rembrandtweg,Ridderkerk
12,2981EG,Jan Steenstraat,Ridderkerk
55,2982PA,Ds. Caspar van Gendtstraat,Ridderkerk
89,2981GG,Sint Jorisplein,Ridderkerk
103,2981GH,Sint Jorisplein,Ridderkerk
95,2985VR,Vondellaan,Ridderkerk
97,2985VR,Vondellaan,Ridderkerk
101,2985VR,Vondellaan,Ridderkerk
103,2985VR,Vondellaan,Ridderkerk
123,2981BK,Fresiastraat,Ridderkerk
131,2981BK,Fresiastraat,Ridderkerk
143,2981BK,Fresiastraat,Ridderkerk
40,2985AC,Burgemeester de Zeeuwstraat,Ridderkerk
55,2982BH,Seringenplantsoen,Ridderkerk
73,2982BH,Seringenplantsoen,Ridderkerk
79,2982BH,Seringenplantsoen,Ridderkerk
81,2982BH,Seringenplantsoen,Ridderkerk
190,2981AG,Burgemeester de Zeeuwstraat,Ridderkerk
194,2981AG,Burgemeester de Zeeuwstraat,Ridderkerk
415,2982TJ,Goudenregenplantsoen,Ridderkerk
421,2982TJ,Goudenregenplantsoen,Ridderkerk
425,2982TJ,Goudenregenplantsoen,Ridderkerk
427,2982TJ,Goudenregenplantsoen,Ridderkerk
429,2982TJ,Goudenregenplantsoen,Ridderkerk
164,2985XE,Huygensplantsoen,Ridderkerk
172,2985XE,Huygensplantsoen,Ridderkerk
152,2985SX,Kloosplantsoen,Ridderkerk
161,2985SE,Kloosplantsoen,Ridderkerk
162,2982CW,Prunuslaan,Ridderkerk
493,2982BP,Seringenplantsoen,Ridderkerk
517,2982BR,Seringenplantsoen,Ridderkerk
9,2981CS,Rembrandtweg,Ridderkerk
11,2981CS,Rembrandtweg,Ridderkerk
15,2981CS,Rembrandtweg,Ridderkerk
2,2981AZ,Burgemeester Van Der Wayfortstraat,Ridderkerk
12,2981AZ,Burgemeester Van Der Wayfortstraat,Ridderkerk
2,2985AB,Burgemeester de Zeeuwstraat,Ridderkerk
3,2985CA,Boutensstraat,Ridderkerk
11,2985CA,Boutensstraat,Ridderkerk
2,2981BL,Fresiastraat,Ridderkerk
4,2981BL,Fresiastraat,Ridderkerk
6,2981BL,Fresiastraat,Ridderkerk
8,2981BL,Fresiastraat,Ridderkerk
40,2981CA,Albert Cuypstraat,Ridderkerk
46,2981CA,Albert Cuypstraat,Ridderkerk
62,2981CA,Albert Cuypstraat,Ridderkerk
64,2981CA,Albert Cuypstraat,Ridderkerk
7,2981CE,Gerard Doustraat,Ridderkerk
34,2982AR,Mr. Thorbeckestraat,Ridderkerk
42,2982AR,Mr. Thorbeckestraat,Ridderkerk
106,2981GH,Sint Jorisplein,Ridderkerk
114,2981GJ,Sint Jorisplein,Ridderkerk
1,2982VA,Groen van Prinstererweg,Ridderkerk
4,2982CA,Acaciastraat,Ridderkerk
6,2982CA,Acaciastraat,Ridderkerk
10,2982CA,Acaciastraat,Ridderkerk
38,2982CA,Acaciastraat,Ridderkerk
337,2985SJ,Kloosplantsoen,Ridderkerk
347,2985SK,Kloosplantsoen,Ridderkerk
13,2981BJ,Fresiastraat,Ridderkerk
16,2981BL,Fresiastraat,Ridderkerk
25,2981BD,Bloemenstraat,Ridderkerk
26,2981BE,Bloemenstraat,Ridderkerk
32,2981BE,Bloemenstraat,Ridderkerk
34,2981BE,Bloemenstraat,Ridderkerk
48,2981BE,Bloemenstraat,Ridderkerk
51,2981BD,Bloemenstraat,Ridderkerk
21,2981EC,Blaak,Ridderkerk
23,2981EC,Blaak,Ridderkerk
75,2986PD,Zalm,Ridderkerk
37,2985BV,Jan Luykenstraat,Ridderkerk
41,2985BV,Jan Luykenstraat,Ridderkerk
49,2986GJ,Vlietplein,Ridderkerk
63,2981BJ,Fresiastraat,Ridderkerk
5,2985BT,Vosmaerstraat,Ridderkerk
8,2985BT,Vosmaerstraat,Ridderkerk
16,2985BT,Vosmaerstraat,Ridderkerk
19,2985BT,Vosmaerstraat,Ridderkerk
31,2985BT,Vosmaerstraat,Ridderkerk
33,2985BT,Vosmaerstraat,Ridderkerk
148,2986GC,Torenmolen,Ridderkerk
152,2986GC,Torenmolen,Ridderkerk
3,2986SB,Bliek,Ridderkerk
6,2986SB,Bliek,Ridderkerk
9,2986SB,Bliek,Ridderkerk
21,2986SB,Bliek,Ridderkerk
117,2981GJ,Sint Jorisplein,Ridderkerk
49,2982BA,Boksdoornstraat,Ridderkerk
50,2982BC,Boksdoornstraat,Ridderkerk
55,2982BA,Boksdoornstraat,Ridderkerk
58,2982BC,Boksdoornstraat,Ridderkerk
64,2982BC,Boksdoornstraat,Ridderkerk
66,2982BC,Boksdoornstraat,Ridderkerk
161,2982AK,Koninginneweg,Ridderkerk
155,2982RC,Jhr. De Savornin Lohmanstraat,Ridderkerk
167,2982RC,Jhr. De Savornin Lohmanstraat,Ridderkerk
171,2982RD,Jhr. De Savornin Lohmanstraat,Ridderkerk
19,2982BH,Seringenplantsoen,Ridderkerk
95,2981AR,Geerlaan,Ridderkerk
108,2981AW,Geerlaan,Ridderkerk
111,2981AS,Geerlaan,Ridderkerk
114,2981AW,Geerlaan,Ridderkerk
115,2981AS,Geerlaan,Ridderkerk
22,2981BN,Irisstraat,Ridderkerk
23,2981BN,Irisstraat,Ridderkerk
25,2981BP,Irisstraat,Ridderkerk
26,2981BP,Irisstraat,Ridderkerk
30,2981BP,Irisstraat,Ridderkerk
33,2981BP,Irisstraat,Ridderkerk
34,2981BP,Irisstraat,Ridderkerk
36,2981BP,Irisstraat,Ridderkerk
51,2982AH,Koninginneweg,Ridderkerk
168,2985SX,Kloosplantsoen,Ridderkerk
49,2985TA,A.M. de Jongstraat,Ridderkerk
547,2982BR,Seringenplantsoen,Ridderkerk
31,2982CG,Dennenstraat,Ridderkerk
22,2982BS,Seringenplantsoen,Ridderkerk
28,2982BS,Seringenplantsoen,Ridderkerk
31,2982BH,Seringenplantsoen,Ridderkerk
37,2982BH,Seringenplantsoen,Ridderkerk
58,2981AV,Geerlaan,Ridderkerk
62,2985AC,Burgemeester de Zeeuwstraat,Ridderkerk
76,2985AC,Burgemeester de Zeeuwstraat,Ridderkerk
335,2982TG,Goudenregenplantsoen,Ridderkerk
343,2982TH,Goudenregenplantsoen,Ridderkerk
347,2982TH,Goudenregenplantsoen,Ridderkerk
353,2982TH,Goudenregenplantsoen,Ridderkerk
355,2982TH,Goudenregenplantsoen,Ridderkerk
361,2982TH,Goudenregenplantsoen,Ridderkerk
105,2982BJ,Seringenplantsoen,Ridderkerk
110,2985SX,Kloosplantsoen,Ridderkerk
114,2985SX,Kloosplantsoen,Ridderkerk
229,2985TD,A.M. de Jongstraat,Ridderkerk
239,2985TD,A.M. de Jongstraat,Ridderkerk
241,2985TD,A.M. de Jongstraat,Ridderkerk
257,2985TD,A.M. de Jongstraat,Ridderkerk
143,2985AP,Kerkweg,Ridderkerk
146,2985AX,Kerkweg,Ridderkerk
162,2985AX,Kerkweg,Ridderkerk
168,2985AX,Kerkweg,Ridderkerk
129,2986GC,Torenmolen,Ridderkerk
79,2986PD,Zalm,Ridderkerk
81,2986PD,Zalm,Ridderkerk
83,2986PD,Zalm,Ridderkerk
97,2986EE,Rosmolen,Ridderkerk
100,2986EE,Rosmolen,Ridderkerk
106,2986EE,Rosmolen,Ridderkerk
61,2986GJ,Vlietplein,Ridderkerk
66,2986GJ,Vlietplein,Ridderkerk
23,2985CK,Klooslaan,Ridderkerk
25,2985CK,Klooslaan,Ridderkerk
31,2985CK,Klooslaan,Ridderkerk
44,2985CL,Klooslaan,Ridderkerk
56,2986XH,Rietvink,Ridderkerk
10,2986XA,Roerdomp,Ridderkerk
21,2985XC,Huygensplantsoen,Ridderkerk
29,2985XC,Huygensplantsoen,Ridderkerk
34,2985XD,Huygensplantsoen,Ridderkerk
30,2985SX,Kloosplantsoen,Ridderkerk
34,2985SX,Kloosplantsoen,Ridderkerk
35,2985SB,Kloosplantsoen,Ridderkerk
36,2986EB,Rosmolen,Ridderkerk
39,2986EB,Rosmolen,Ridderkerk
43,2986EB,Rosmolen,Ridderkerk
191,2985AR,Kerkweg,Ridderkerk
203,2985AR,Kerkweg,Ridderkerk
207,2985AR,Kerkweg,Ridderkerk
77,2985SB,Kloosplantsoen,Ridderkerk
82,2985SX,Kloosplantsoen,Ridderkerk
86,2985SX,Kloosplantsoen,Ridderkerk
92,2985SX,Kloosplantsoen,Ridderkerk
75,2986GJ,Vlietplein,Ridderkerk
78,2981BV,Oudelandseweg,Ridderkerk
94,2981BV,Oudelandseweg,Ridderkerk
106,2981BV,Oudelandseweg,Ridderkerk
45,2985CH,Heijermansstraat,Ridderkerk
48,2985CJ,Heijermansstraat,Ridderkerk
53,2985CH,Heijermansstraat,Ridderkerk
49,2981BR,Kamperfoeliestraat,Ridderkerk
52,2985AV,Kerkweg,Ridderkerk
63,2985AN,Kerkweg,Ridderkerk
6,2981BB,Azaleastraat,Ridderkerk
15,2981BB,Azaleastraat,Ridderkerk
16,2981BB,Azaleastraat,Ridderkerk
49,2986EB,Rosmolen,Ridderkerk
53,2986EB,Rosmolen,Ridderkerk
54,2986EB,Rosmolen,Ridderkerk
41,2985CE,De Genestetstraat,Ridderkerk
137,2985TB,A.M. de Jongstraat,Ridderkerk
139,2985TB,A.M. de Jongstraat,Ridderkerk
145,2985TC,A.M. de Jongstraat,Ridderkerk
147,2985TC,A.M. de Jongstraat,Ridderkerk
105,2985SC,Kloosplantsoen,Ridderkerk
36,2986PC,Zalm,Ridderkerk
38,2986PC,Zalm,Ridderkerk
68,2986EB,Rosmolen,Ridderkerk
18,2985CD,Couperusstraat,Ridderkerk
21,2985CC,Couperusstraat,Ridderkerk
22,2985CD,Couperusstraat,Ridderkerk
6,2985CL,Klooslaan,Ridderkerk
9,2985CK,Klooslaan,Ridderkerk
12,2985CL,Klooslaan,Ridderkerk
20,2985XB,Bilderdijklaan,Ridderkerk
23,2985XA,Bilderdijklaan,Ridderkerk
17,2986EA,Rosmolen,Ridderkerk
28,2986EA,Rosmolen,Ridderkerk
76,2985VH,Nic. Beetslaan,Ridderkerk
4,2985BD,De Mérodelaan,Ridderkerk
9,2985BD,De Mérodelaan,Ridderkerk
16,2985BD,De Mérodelaan,Ridderkerk
20,2985BD,De Mérodelaan,Ridderkerk
146,2982AP,Koninginneweg,Ridderkerk
155,2982AK,Koninginneweg,Ridderkerk
216,2981AG,Burgemeester de Zeeuwstraat,Ridderkerk
232,2981AH,Burgemeester de Zeeuwstraat,Ridderkerk
234,2981AH,Burgemeester de Zeeuwstraat,Ridderkerk
242,2981AH,Burgemeester de Zeeuwstraat,Ridderkerk
248,2981AH,Burgemeester de Zeeuwstraat,Ridderkerk
250,2981AH,Burgemeester de Zeeuwstraat,Ridderkerk
53,2982NB,Prunusplantsoen,Ridderkerk
57,2982NB,Prunusplantsoen,Ridderkerk
12,2981AD,Burgemeester Crezéestraat,Ridderkerk
37,2981AA,Burgemeester Crezéestraat,Ridderkerk
54,2985CS,Van Eedenstraat,Ridderkerk
2,2981BH,Ericastraat,Ridderkerk
5,2981BH,Ericastraat,Ridderkerk
6,2981BH,Ericastraat,Ridderkerk
8,2981BH,Ericastraat,Ridderkerk
36,2985XD,Huygensplantsoen,Ridderkerk
41,2985XC,Huygensplantsoen,Ridderkerk
42,2985XD,Huygensplantsoen,Ridderkerk
48,2985XD,Huygensplantsoen,Ridderkerk
18,2981BG,Dahliastraat,Ridderkerk
71,2985AK,Hortensiastraat,Ridderkerk
84,2985AL,Hortensiastraat,Ridderkerk
89,2985AL,Hortensiastraat,Ridderkerk
15,2986XE,Rietvink,Ridderkerk
254,2981AH,Burgemeester de Zeeuwstraat,Ridderkerk
262,2981AH,Burgemeester de Zeeuwstraat,Ridderkerk
264,2981AH,Burgemeester de Zeeuwstraat,Ridderkerk
485,2982TK,Goudenregenplantsoen,Ridderkerk
489,2982TL,Goudenregenplantsoen,Ridderkerk
493,2982TL,Goudenregenplantsoen,Ridderkerk
244,2985XG,Huygensplantsoen,Ridderkerk
252,2985XG,Huygensplantsoen,Ridderkerk
254,2985XG,Huygensplantsoen,Ridderkerk
197,2985SE,Kloosplantsoen,Ridderkerk
219,2985SG,Kloosplantsoen,Ridderkerk
41,2981AA,Burgemeester Crezéestraat,Ridderkerk
45,2981AA,Burgemeester Crezéestraat,Ridderkerk
49,2981AA,Burgemeester Crezéestraat,Ridderkerk
19,2985CR,Van Eedenstraat,Ridderkerk
24,2985CS,Van Eedenstraat,Ridderkerk
34,2985CS,Van Eedenstraat,Ridderkerk
20,2981BB,Azaleastraat,Ridderkerk
90,2985TJ,Herman de Manstraat,Ridderkerk
100,2985TJ,Herman de Manstraat,Ridderkerk
104,2985TJ,Herman de Manstraat,Ridderkerk
130,2985TJ,Herman de Manstraat,Ridderkerk
1,2985BG,Marsmanstraat,Ridderkerk
261,2985TD,A.M. de Jongstraat,Ridderkerk
273,2985TD,A.M. de Jongstraat,Ridderkerk
279,2985TD,A.M. de Jongstraat,Ridderkerk
18,2986XE,Rietvink,Ridderkerk
24,2986XE,Rietvink,Ridderkerk
34,2986XG,Rietvink,Ridderkerk
38,2986XG,Rietvink,Ridderkerk
40,2986XG,Rietvink,Ridderkerk
48,2986XH,Rietvink,Ridderkerk
97,2986GC,Torenmolen,Ridderkerk
14,2985VG,Nic. Beetslaan,Ridderkerk
20,2985VG,Nic. Beetslaan,Ridderkerk
121,2985TB,A.M. de Jongstraat,Ridderkerk
29,2986SB,Bliek,Ridderkerk
32,2986SB,Bliek,Ridderkerk
33,2986SB,Bliek,Ridderkerk
36,2986SB,Bliek,Ridderkerk
46,2986SB,Bliek,Ridderkerk
150,2986SG,Bliek,Ridderkerk
157,2986SG,Bliek,Ridderkerk
35,2985SX,Oosterparkweg,Ridderkerk
47,2986PC,Zalm,Ridderkerk
53,2986PD,Zalm,Ridderkerk
56,2986PD,Zalm,Ridderkerk
63,2986PD,Zalm,Ridderkerk
67,2986PD,Zalm,Ridderkerk
1,2982BH,Seringenplantsoen,Ridderkerk
5,2982BH,Seringenplantsoen,Ridderkerk
8,2982BS,Seringenplantsoen,Ridderkerk
9,2982BH,Seringenplantsoen,Ridderkerk
85,2981BK,Fresiastraat,Ridderkerk
95,2981BK,Fresiastraat,Ridderkerk
18,2985BB,Bellamystraat,Ridderkerk
27,2985BA,Bellamystraat,Ridderkerk
37,2985BA,Bellamystraat,Ridderkerk
42,2985BB,Bellamystraat,Ridderkerk
11,2985VW,Het Sonnet,Ridderkerk
20,2985VW,Het Sonnet,Ridderkerk
41,2985CR,Van Eedenstraat,Ridderkerk
42,2985CS,Van Eedenstraat,Ridderkerk
9,2986GH,Vlietplein,Ridderkerk
38,2986GA,Paltrokmolen,Ridderkerk
48,2986GA,Paltrokmolen,Ridderkerk
63,2986GA,Paltrokmolen,Ridderkerk
153,2981AC,Burgemeester Crezéestraat,Ridderkerk
157,2981AC,Burgemeester Crezéestraat,Ridderkerk
163,2981AC,Burgemeester Crezéestraat,Ridderkerk
165,2981AC,Burgemeester Crezéestraat,Ridderkerk
4,2981BG,Dahliastraat,Ridderkerk
7,2981BG,Dahliastraat,Ridderkerk
8,2981BG,Dahliastraat,Ridderkerk
59,2985BV,Jan Luykenstraat,Ridderkerk
85,2985BV,Jan Luykenstraat,Ridderkerk
215,2981AT,Geerlaan,Ridderkerk
235,2981AT,Geerlaan,Ridderkerk
241,2981AT,Geerlaan,Ridderkerk
245,2981AT,Geerlaan,Ridderkerk
249,2981AT,Geerlaan,Ridderkerk
253,2982TE,Goudenregenplantsoen,Ridderkerk
257,2982TE,Goudenregenplantsoen,Ridderkerk
130,2982AP,Koninginneweg,Ridderkerk
10,2985CS,Van Eedenstraat,Ridderkerk
11,2985CR,Van Eedenstraat,Ridderkerk
5,2986AE,Oosterparkweg,Ridderkerk
7,2986GA,Paltrokmolen,Ridderkerk
12,2986GA,Paltrokmolen,Ridderkerk
69,2986GA,Paltrokmolen,Ridderkerk
72,2986GA,Paltrokmolen,Ridderkerk
52,2985CB,Boutensstraat,Ridderkerk
55,2985CA,Boutensstraat,Ridderkerk
57,2985CA,Boutensstraat,Ridderkerk
59,2985CA,Boutensstraat,Ridderkerk
60,2985CB,Boutensstraat,Ridderkerk
62,2985CB,Boutensstraat,Ridderkerk
45,2985CE,De Genestetstraat,Ridderkerk
54,2985CG,De Genestetstraat,Ridderkerk
66,2985CG,De Genestetstraat,Ridderkerk
87,2985BV,Jan Luykenstraat,Ridderkerk
97,2985BV,Jan Luykenstraat,Ridderkerk
11,2986XD,Rietvink,Ridderkerk
12,2986XD,Rietvink,Ridderkerk
421,2985SL,Kloosplantsoen,Ridderkerk
425,2985SL,Kloosplantsoen,Ridderkerk
443,2985SM,Kloosplantsoen,Ridderkerk
19,2985BG,Marsmanstraat,Ridderkerk
21,2985BG,Marsmanstraat,Ridderkerk
176,2985XE,Huygensplantsoen,Ridderkerk
192,2985XG,Huygensplantsoen,Ridderkerk
202,2985XG,Huygensplantsoen,Ridderkerk
214,2985XG,Huygensplantsoen,Ridderkerk
218,2985XG,Huygensplantsoen,Ridderkerk
220,2985XG,Huygensplantsoen,Ridderkerk
169,2981AT,Geerlaan,Ridderkerk
195,2981AT,Geerlaan,Ridderkerk
21,2986GA,Paltrokmolen,Ridderkerk
23,2986GA,Paltrokmolen,Ridderkerk
32,2986GA,Paltrokmolen,Ridderkerk
209,2982RN,Mr. Kesperweg,Ridderkerk
211,2982RN,Mr. Kesperweg,Ridderkerk
215,2982RN,Mr. Kesperweg,Ridderkerk
57,2981AA,Burgemeester Crezéestraat,Ridderkerk
73,2981AA,Burgemeester Crezéestraat,Ridderkerk
81,2981AA,Burgemeester Crezéestraat,Ridderkerk
113,2981AB,Burgemeester Crezéestraat,Ridderkerk
119,2981AB,Burgemeester Crezéestraat,Ridderkerk
33,2985BG,Marsmanstraat,Ridderkerk
23,2981BR,Kamperfoeliestraat,Ridderkerk
27,2981BR,Kamperfoeliestraat,Ridderkerk
33,2981BR,Kamperfoeliestraat,Ridderkerk
39,2981BR,Kamperfoeliestraat,Ridderkerk
51,2981BT,Oudelandseweg,Ridderkerk
139,2982AJ,Koninginneweg,Ridderkerk
140,2982AP,Koninginneweg,Ridderkerk
81,2984XG,Clara Wichmannstraat,Ridderkerk
1,2984EW,Van Leeuwenhoekhof,Ridderkerk
6,2984EW,Van Leeuwenhoekhof,Ridderkerk
8,2984EW,Van Leeuwenhoekhof,Ridderkerk
3,2984EE,Van Leeuwenhoekstraat,Ridderkerk
4,2984EE,Van Leeuwenhoekstraat,Ridderkerk
1,2984XH,Erasmuslaan,Ridderkerk
1,2986GB,Torenmolen,Ridderkerk
3,2986GB,Torenmolen,Ridderkerk
70,2986BC,Merel,Ridderkerk
78,2986BC,Merel,Ridderkerk
84,2986BD,Merel,Ridderkerk
3,2984GK,Hugo de Groothof,Ridderkerk
4,2984GK,Hugo de Groothof,Ridderkerk
19,2986NA,Tarbot,Ridderkerk
77,2986EV,Watermolen,Ridderkerk
78,2986EV,Watermolen,Ridderkerk
87,2986EV,Watermolen,Ridderkerk
97,2986EV,Watermolen,Ridderkerk
3,2985AD,Burgemeester Kruijffstraat,Ridderkerk
4,2985AD,Burgemeester Kruijffstraat,Ridderkerk
5,2985AD,Burgemeester Kruijffstraat,Ridderkerk
144,2986EX,Watermolen,Ridderkerk
150,2986EX,Watermolen,Ridderkerk
174,2988AD,Lagendijk,Ridderkerk
182,2988AD,Lagendijk,Ridderkerk
126,2984EJ,Van Leeuwenhoekstraat,Ridderkerk
127,2984EJ,Van Leeuwenhoekstraat,Ridderkerk
134,2984EJ,Van Leeuwenhoekstraat,Ridderkerk
138,2984EJ,Van Leeuwenhoekstraat,Ridderkerk
145,2984EJ,Van Leeuwenhoekstraat,Ridderkerk
147,2984EJ,Van Leeuwenhoekstraat,Ridderkerk
154,2984EJ,Van Leeuwenhoekstraat,Ridderkerk
1,2983SL,Prins Bernhardstraat,Ridderkerk
3,2983SL,Prins Bernhardstraat,Ridderkerk
10,2983SM,Prins Bernhardstraat,Ridderkerk
561,2985SP,Kloosplantsoen,Ridderkerk
587,2985SR,Kloosplantsoen,Ridderkerk
599,2985SR,Kloosplantsoen,Ridderkerk
613,2985SR,Kloosplantsoen,Ridderkerk
615,2985SR,Kloosplantsoen,Ridderkerk
50,2985BD,De Mérodelaan,Ridderkerk
110,2986SL,Steur,Ridderkerk
47,2986GB,Torenmolen,Ridderkerk
61,2986GC,Torenmolen,Ridderkerk
66,2986GC,Torenmolen,Ridderkerk
73,2986GC,Torenmolen,Ridderkerk
75,2986GC,Torenmolen,Ridderkerk
85,2986GC,Torenmolen,Ridderkerk
15,2984GC,Hugo de Grootlaan,Ridderkerk
184,2988AD,Lagendijk,Ridderkerk
70,2986RA,Forel,Ridderkerk
91,2986RA,Forel,Ridderkerk
96,2986RA,Forel,Ridderkerk
102,2986RA,Forel,Ridderkerk
148,2986BJ,Zwaluw,Ridderkerk
149,2986BJ,Zwaluw,Ridderkerk
93,2986GJ,Vlietplein,Ridderkerk
95,2986GJ,Vlietplein,Ridderkerk
455,2985SM,Kloosplantsoen,Ridderkerk
465,2985SM,Kloosplantsoen,Ridderkerk
469,2985SM,Kloosplantsoen,Ridderkerk
