9,8913HT,Reviusstraat,Leeuwarden
8,8932EC,Albert Cuypstraat,Leeuwarden
9,8932EC,Albert Cuypstraat,Leeuwarden
12,8932EC,Albert Cuypstraat,Leeuwarden
21,8932EC,Albert Cuypstraat,Leeuwarden
21,8921SL,Albert Schweitzerstraat,Leeuwarden
25,8921SL,Albert Schweitzerstraat,Leeuwarden
37,8921SL,Albert Schweitzerstraat,Leeuwarden
45,8921SL,Albert Schweitzerstraat,Leeuwarden
48,8921SM,Albert Schweitzerstraat,Leeuwarden
62,8921SN,Albert Schweitzerstraat,Leeuwarden
100,8921SP,Albert Schweitzerstraat,Leeuwarden
102,8921SP,Albert Schweitzerstraat,Leeuwarden
11,8926XB,Alddiel,Leeuwarden
5,8934AA,Aldlânsdyk,Leeuwarden
10,8935BB,Aldlânsdyk,Leeuwarden
4,8925HP,Alingastate,Leeuwarden
14,8925HP,Alingastate,Leeuwarden
14,8921SC,Aletta Jacobsstraat,Leeuwarden
3,8921BT,Alma Tademastraat,Leeuwarden
13,8921BT,Alma Tademastraat,Leeuwarden
17,8921BT,Alma Tademastraat,Leeuwarden
47,8921BT,Alma Tademastraat,Leeuwarden
213,8911LN,Amelandsdwinger,Leeuwarden
215,8911LN,Amelandsdwinger,Leeuwarden
217,8911LN,Amelandsdwinger,Leeuwarden
223,8911LN,Amelandsdwinger,Leeuwarden
253,8911LP,Amelandsdwinger,Leeuwarden
271,8911LP,Amelandsdwinger,Leeuwarden
273,8911LP,Amelandsdwinger,Leeuwarden
275,8911LP,Amelandsdwinger,Leeuwarden
305,8911LR,Amelandsdwinger,Leeuwarden
31,8932LV,Adriaen Brouwerstraat,Leeuwarden
39,8932LV,Adriaen Brouwerstraat,Leeuwarden
1,8934AN,Aebingastraat,Leeuwarden
4,8932HL,Aert de Gelderstraat,Leeuwarden
16,8932HL,Aert de Gelderstraat,Leeuwarden
96,8926PE,Aggemastate,Leeuwarden
105,8926PB,Aggemastate,Leeuwarden
108,8926PG,Aggemastate,Leeuwarden
126,8926PG,Aggemastate,Leeuwarden
132,8926PG,Aggemastate,Leeuwarden
136,8926PG,Aggemastate,Leeuwarden
141,8926PC,Aggemastate,Leeuwarden
148,8926PG,Aggemastate,Leeuwarden
152,8926PH,Aggemastate,Leeuwarden
163,8926PC,Aggemastate,Leeuwarden
174,8926PH,Aggemastate,Leeuwarden
178,8926PH,Aggemastate,Leeuwarden
187,8926PC,Aggemastate,Leeuwarden
3,8932BJ,Aert van der Neerstraat,Leeuwarden
8,8932BL,Aert van der Neerstraat,Leeuwarden
9,8932BJ,Aert van der Neerstraat,Leeuwarden
35,8932BJ,Aert van der Neerstraat,Leeuwarden
46,8932BM,Aert van der Neerstraat,Leeuwarden
68,8932BN,Aert van der Neerstraat,Leeuwarden
88,8932BP,Aert van der Neerstraat,Leeuwarden
2,8926PD,Aggemastate,Leeuwarden
3,8926PA,Aggemastate,Leeuwarden
13,8926PA,Aggemastate,Leeuwarden
15,8926PA,Aggemastate,Leeuwarden
19,8926PA,Aggemastate,Leeuwarden
27,8926PA,Aggemastate,Leeuwarden
29,8926PA,Aggemastate,Leeuwarden
41,8926PA,Aggemastate,Leeuwarden
50,8926PE,Aggemastate,Leeuwarden
66,8926PE,Aggemastate,Leeuwarden
67,8926PB,Aggemastate,Leeuwarden
68,8926PE,Aggemastate,Leeuwarden
78,8926PE,Aggemastate,Leeuwarden
85,8926PB,Aggemastate,Leeuwarden
88,8926PE,Aggemastate,Leeuwarden
1,8921EP,Accamastraat,Leeuwarden
8,8921ER,Accamastraat,Leeuwarden
9,8921EP,Accamastraat,Leeuwarden
13,8921EP,Accamastraat,Leeuwarden
268,8926PH,Aggemastate,Leeuwarden
272,8926PH,Aggemastate,Leeuwarden
10,8922BL,Akeleistraat,Leeuwarden
11,8922BL,Akeleistraat,Leeuwarden
3,8933EM,Akkerstraat,Leeuwarden
13,8933EM,Akkerstraat,Leeuwarden
16,8933EM,Akkerstraat,Leeuwarden
5,8925CM,Albadastins,Leeuwarden
17,8925CM,Albadastins,Leeuwarden
20,8925CN,Albadastins,Leeuwarden
24,8925CN,Albadastins,Leeuwarden
58,8925CP,Albadastins,Leeuwarden
66,8925CP,Albadastins,Leeuwarden
2,8932EC,Albert Cuypstraat,Leeuwarden
198,8926PH,Aggemastate,Leeuwarden
205,8926PC,Aggemastate,Leeuwarden
208,8926PH,Aggemastate,Leeuwarden
219,8926PC,Aggemastate,Leeuwarden
224,8926PH,Aggemastate,Leeuwarden
231,8926PC,Aggemastate,Leeuwarden
242,8926PH,Aggemastate,Leeuwarden
339,8911LR,Amelandsdwinger,Leeuwarden
369,8911LS,Amelandsdwinger,Leeuwarden
403,8911LT,Amelandsdwinger,Leeuwarden
419,8911LT,Amelandsdwinger,Leeuwarden
445,8911LV,Amelandsdwinger,Leeuwarden
451,8911LV,Amelandsdwinger,Leeuwarden
483,8911LV,Amelandsdwinger,Leeuwarden
485,8911LW,Amelandsdwinger,Leeuwarden
495,8911LW,Amelandsdwinger,Leeuwarden
525,8911LW,Amelandsdwinger,Leeuwarden
575,8911LZ,Amelandsdwinger,Leeuwarden
581,8911LZ,Amelandsdwinger,Leeuwarden
587,8911LZ,Amelandsdwinger,Leeuwarden
36,8918LM,de Anjen,Leeuwarden
41,8918LJ,de Anjen,Leeuwarden
44,8918LM,de Anjen,Leeuwarden
53,8918LJ,de Anjen,Leeuwarden
62,8918LN,de Anjen,Leeuwarden
65,8918LJ,de Anjen,Leeuwarden
67,8918LJ,de Anjen,Leeuwarden
81,8918LK,de Anjen,Leeuwarden
101,8918LK,de Anjen,Leeuwarden
105,8918LK,de Anjen,Leeuwarden
121,8918LL,de Anjen,Leeuwarden
129,8918LL,de Anjen,Leeuwarden
133,8918LL,de Anjen,Leeuwarden
4,8918LP,Anjenplein,Leeuwarden
10,8918LP,Anjenplein,Leeuwarden
14,8918LP,Anjenplein,Leeuwarden
28,8918LP,Anjenplein,Leeuwarden
56,8918LS,Anjenplein,Leeuwarden
66,8918LS,Anjenplein,Leeuwarden
74,8918LS,Anjenplein,Leeuwarden
41,8925AD,van Andlastate,Leeuwarden
7,8926LN,Andringastate,Leeuwarden
11,8926LN,Andringastate,Leeuwarden
13,8926LN,Andringastate,Leeuwarden
27,8926LN,Andringastate,Leeuwarden
32,8926LP,Andringastate,Leeuwarden
34,8926LP,Andringastate,Leeuwarden
40,8926LR,Andringastate,Leeuwarden
54,8926LR,Andringastate,Leeuwarden
56,8926LR,Andringastate,Leeuwarden
72,8926LR,Andringastate,Leeuwarden
84,8918LS,Anjenplein,Leeuwarden
92,8918LT,Anjenplein,Leeuwarden
96,8918LT,Anjenplein,Leeuwarden
3,8913HL,Anna Bijnsstraat,Leeuwarden
7,8925AD,van Andlastate,Leeuwarden
15,8911LZ,Amelandshof,Leeuwarden
16,8911LZ,Amelandshof,Leeuwarden
22,8911LZ,Amelandshof,Leeuwarden
68,8911LZ,Amelandshof,Leeuwarden
86,8911LZ,Amelandshof,Leeuwarden
26,8911KA,Amelandsstraat,Leeuwarden
126,8924BL,Archipelweg,Leeuwarden
142,8924BM,Archipelweg,Leeuwarden
166,8924BM,Archipelweg,Leeuwarden
172,8924BN,Archipelweg,Leeuwarden
178,8924BN,Archipelweg,Leeuwarden
194,8924BN,Archipelweg,Leeuwarden
202,8924EX,Archipelweg,Leeuwarden
216,8924EX,Archipelweg,Leeuwarden
224,8924GS,Archipelweg,Leeuwarden
230,8924GS,Archipelweg,Leeuwarden
242,8924GV,Archipelweg,Leeuwarden
248,8924GV,Archipelweg,Leeuwarden
4,8911BG,Arendsstraat,Leeuwarden
7,8911BG,Arendsstraat,Leeuwarden
1,8921SJ,Arnold Feystraat,Leeuwarden
11,8921SJ,Arnold Feystraat,Leeuwarden
13,8921SJ,Arnold Feystraat,Leeuwarden
20,8921SK,Arnold Feystraat,Leeuwarden
27,8921SJ,Arnold Feystraat,Leeuwarden
3,8935RH,Aronskelk,Leeuwarden
5,8935RH,Aronskelk,Leeuwarden
12,8935RJ,Aronskelk,Leeuwarden
3,8931DE,Arubastraat,Leeuwarden
11,8931DE,Arubastraat,Leeuwarden
14,8931DE,Arubastraat,Leeuwarden
9,8913GE,Arumerstraat,Leeuwarden
20,8913GG,Arumerstraat,Leeuwarden
2,8933ED,van Asbeckstraat,Leeuwarden
5,8933EA,van Asbeckstraat,Leeuwarden
15,8933EA,van Asbeckstraat,Leeuwarden
26,8933ED,van Asbeckstraat,Leeuwarden
41,8931BW,Antillenweg,Leeuwarden
47,8931BW,Antillenweg,Leeuwarden
54,8931BZ,Antillenweg,Leeuwarden
68,8931CA,Antillenweg,Leeuwarden
72,8931CA,Antillenweg,Leeuwarden
74,8931CA,Antillenweg,Leeuwarden
82,8931CA,Antillenweg,Leeuwarden
92,8931CB,Antillenweg,Leeuwarden
108,8931CC,Antillenweg,Leeuwarden
114,8931CC,Antillenweg,Leeuwarden
17,8922GR,Anemoonstraat,Leeuwarden
21,8922GR,Anemoonstraat,Leeuwarden
25,8922GR,Anemoonstraat,Leeuwarden
53,8921KE,Archipelweg,Leeuwarden
64,8924AC,Archipelweg,Leeuwarden
79,8921KG,Archipelweg,Leeuwarden
10,8932KH,Anton Mauvestraat,Leeuwarden
11,8932KH,Anton Mauvestraat,Leeuwarden
20,8932KH,Anton Mauvestraat,Leeuwarden
21,8932KH,Anton Mauvestraat,Leeuwarden
4,8938AT,Apolloweg,Leeuwarden
8,8938AT,Apolloweg,Leeuwarden
15,8938AT,Apolloweg,Leeuwarden
7,8912AK,Archimedesweg,Leeuwarden
8,8912AK,Archimedesweg,Leeuwarden
16,8912AK,Archimedesweg,Leeuwarden
18,8912AK,Archimedesweg,Leeuwarden
7,8921KE,Archipelweg,Leeuwarden
46,8933ED,van Asbeckstraat,Leeuwarden
47,8933EB,van Asbeckstraat,Leeuwarden
52,8933ED,van Asbeckstraat,Leeuwarden
57,8933EC,van Asbeckstraat,Leeuwarden
73,8933EC,van Asbeckstraat,Leeuwarden
2,8922BW,Asterstraat,Leeuwarden
16,8925HA,Atsmastate,Leeuwarden
17,8925HB,Atsmastate,Leeuwarden
19,8925HB,Atsmastate,Leeuwarden
32,8925HA,Atsmastate,Leeuwarden
33,8925HB,Atsmastate,Leeuwarden
2,8921JV,Bataviaplein,Leeuwarden
4,8921JV,Bataviaplein,Leeuwarden
14,8921JV,Bataviaplein,Leeuwarden
17,8921JV,Bataviaplein,Leeuwarden
5,8916EL,Averkampstraat,Leeuwarden
7,8916EL,Averkampstraat,Leeuwarden
2,8932PC,Aylvastraat,Leeuwarden
19,8922GH,Azaleastraat,Leeuwarden
27,8922GH,Azaleastraat,Leeuwarden
37,8925HB,Atsmastate,Leeuwarden
47,8925HB,Atsmastate,Leeuwarden
1,8921NT,Auke Stellingwerfstraat,Leeuwarden
2,8921NW,Auke Stellingwerfstraat,Leeuwarden
6,8921NW,Auke Stellingwerfstraat,Leeuwarden
20,8921NW,Auke Stellingwerfstraat,Leeuwarden
31,8921NV,Auke Stellingwerfstraat,Leeuwarden
37,8921NV,Auke Stellingwerfstraat,Leeuwarden
39,8921NV,Auke Stellingwerfstraat,Leeuwarden
44,8921LH,Auke Stellingwerfstraat,Leeuwarden
49,8921LE,Auke Stellingwerfstraat,Leeuwarden
51,8921LE,Auke Stellingwerfstraat,Leeuwarden
54,8921LH,Auke Stellingwerfstraat,Leeuwarden
71,8921LG,Auke Stellingwerfstraat,Leeuwarden
83,8921LG,Auke Stellingwerfstraat,Leeuwarden
103,8921LG,Auke Stellingwerfstraat,Leeuwarden
112,8921LK,Auke Stellingwerfstraat,Leeuwarden
67,8911DN,Bagijnestraat,Leeuwarden
1,8932CG,Bakker Korffstraat,Leeuwarden
1,8921HX,Balidwarsstraat,Leeuwarden
16,8921HZ,Balidwarsstraat,Leeuwarden
21,8921HX,Balidwarsstraat,Leeuwarden
5,8921HS,Balistraat,Leeuwarden
6,8921HT,Balistraat,Leeuwarden
17,8921HS,Balistraat,Leeuwarden
24,8921HT,Balistraat,Leeuwarden
28,8921HT,Balistraat,Leeuwarden
36,8921HT,Balistraat,Leeuwarden
4,8921JK,Bankastraat,Leeuwarden
3,8915HW,Barend van der Veenwei,Leeuwarden
4,8915JA,Barend van der Veenwei,Leeuwarden
10,8915JA,Barend van der Veenwei,Leeuwarden
14,8915JA,Barend van der Veenwei,Leeuwarden
40,8915JA,Barend van der Veenwei,Leeuwarden
64,8915HZ,Barend van der Veenwei,Leeuwarden
70,8915HZ,Barend van der Veenwei,Leeuwarden
76,8915HZ,Barend van der Veenwei,Leeuwarden
16,8921KR,Barent Fockesstraat,Leeuwarden
29,8921KP,Barent Fockesstraat,Leeuwarden
34,8921KR,Barent Fockesstraat,Leeuwarden
39,8921KP,Barent Fockesstraat,Leeuwarden
41,8921KP,Barent Fockesstraat,Leeuwarden
6,8915AS,Bernard Zweersstraat,Leeuwarden
15,8933EH,Bernhardus Bumastraat,Leeuwarden
44,8933EL,Bernhardus Bumastraat,Leeuwarden
66,8933EL,Bernhardus Bumastraat,Leeuwarden
1,8924GG,Beukenstraat,Leeuwarden
6,8924GG,Beukenstraat,Leeuwarden
13,8921VC,van Beverwijckstraat,Leeuwarden
16,8921VE,van Beverwijckstraat,Leeuwarden
27,8921VC,van Beverwijckstraat,Leeuwarden
31,8921VC,van Beverwijckstraat,Leeuwarden
33,8921VC,van Beverwijckstraat,Leeuwarden
35,8921VC,van Beverwijckstraat,Leeuwarden
38,8921VG,van Beverwijckstraat,Leeuwarden
42,8921VG,van Beverwijckstraat,Leeuwarden
49,8921VD,van Beverwijckstraat,Leeuwarden
65,8921VD,van Beverwijckstraat,Leeuwarden
3,8917DE,Bieruma Oostingweg,Leeuwarden
5,8917DE,Bieruma Oostingweg,Leeuwarden
7,8917DE,Bieruma Oostingweg,Leeuwarden
9,8917DE,Bieruma Oostingweg,Leeuwarden
13,8917DE,Bieruma Oostingweg,Leeuwarden
31,8917DE,Bieruma Oostingweg,Leeuwarden
47,8917DE,Bieruma Oostingweg,Leeuwarden
49,8913AS,Beetgumerstraat,Leeuwarden
58,8913AV,Beetgumerstraat,Leeuwarden
62,8913AV,Beetgumerstraat,Leeuwarden
64,8913AV,Beetgumerstraat,Leeuwarden
68,8913AW,Beetgumerstraat,Leeuwarden
4,8916GC,Beethovenplantsoen,Leeuwarden
11,8916GD,Beethovenstraat,Leeuwarden
24,8916GG,Beethovenstraat,Leeuwarden
26,8916GG,Beethovenstraat,Leeuwarden
91,8917DG,Bieruma Oostingweg,Leeuwarden
115,8917DH,Bieruma Oostingweg,Leeuwarden
121,8917DH,Bieruma Oostingweg,Leeuwarden
127,8917DH,Bieruma Oostingweg,Leeuwarden
1,8911GE,Bij de Put,Leeuwarden
14,8911GG,Bij de Put,Leeuwarden
1,8922CZ,Bijenhofstraat,Leeuwarden
7,8935BJ,Beemdgras,Leeuwarden
28,8935BL,Beemdgras,Leeuwarden
3,8913BK,Beetgumerdwarsstraat,Leeuwarden
36,8922GL,Azaleastraat,Leeuwarden
46,8922GL,Azaleastraat,Leeuwarden
83,8922GK,Azaleastraat,Leeuwarden
87,8922GK,Azaleastraat,Leeuwarden
88,8922GN,Azaleastraat,Leeuwarden
112,8922GN,Azaleastraat,Leeuwarden
120,8922GN,Azaleastraat,Leeuwarden
2,8916ET,Bachstraat,Leeuwarden
14,8916ET,Bachstraat,Leeuwarden
32,8924BZ,Berkenstraat,Leeuwarden
38,8924BZ,Berkenstraat,Leeuwarden
17,8911LB,Berlikumermarkt,Leeuwarden
18,8915CE,Berliozstraat,Leeuwarden
5,8922ED,Begoniastraat,Leeuwarden
8,8922EG,Begoniastraat,Leeuwarden
10,8922EG,Begoniastraat,Leeuwarden
11,8922ED,Begoniastraat,Leeuwarden
22,8922EG,Begoniastraat,Leeuwarden
23,8922ED,Begoniastraat,Leeuwarden
29,8922ED,Begoniastraat,Leeuwarden
40,8922EH,Begoniastraat,Leeuwarden
47,8922EE,Begoniastraat,Leeuwarden
48,8922EH,Begoniastraat,Leeuwarden
5,8925DH,Bennemastate,Leeuwarden
24,8925DH,Bennemastate,Leeuwarden
2,8935NP,Bereklauw,Leeuwarden
22,8935NP,Bereklauw,Leeuwarden
42,8935NR,Bereklauw,Leeuwarden
4,8924BZ,Berkenstraat,Leeuwarden
8,8924BZ,Berkenstraat,Leeuwarden
10,8924BZ,Berkenstraat,Leeuwarden
13,8924BX,Berkenstraat,Leeuwarden
42,8921AZ,Bisschopstraat,Leeuwarden
13,8921GW,Bleeklaan,Leeuwarden
30,8921HC,Bleeklaan,Leeuwarden
50,8921HC,Bleeklaan,Leeuwarden
70,8921HD,Bleeklaan,Leeuwarden
78,8921HD,Bleeklaan,Leeuwarden
22,8922EB,Bijenhofstraat,Leeuwarden
34,8922EB,Bijenhofstraat,Leeuwarden
37,8922EA,Bijenhofstraat,Leeuwarden
3,8914AB,Bilderdijkstraat,Leeuwarden
11,8914AB,Bilderdijkstraat,Leeuwarden
34,8914AC,Bilderdijkstraat,Leeuwarden
40,8914AC,Bilderdijkstraat,Leeuwarden
44,8914AC,Bilderdijkstraat,Leeuwarden
17,8913EB,Bildtsestraat,Leeuwarden
26,8913EG,Bildtsestraat,Leeuwarden
40,8913EH,Bildtsestraat,Leeuwarden
44,8913EH,Bildtsestraat,Leeuwarden
86,8913EK,Bildtsestraat,Leeuwarden
45,8918ET,de Bird,Leeuwarden
49,8918ET,de Bird,Leeuwarden
50,8918EZ,de Bird,Leeuwarden
54,8918EZ,de Bird,Leeuwarden
59,8918ET,de Bird,Leeuwarden
62,8918EZ,de Bird,Leeuwarden
75,8918EV,de Bird,Leeuwarden
80,8918EZ,de Bird,Leeuwarden
86,8918GA,de Bird,Leeuwarden
88,8918GA,de Bird,Leeuwarden
104,8918GA,de Bird,Leeuwarden
120,8918GA,de Bird,Leeuwarden
122,8918GA,de Bird,Leeuwarden
2,8918GB,Birdplein,Leeuwarden
20,8918GB,Birdplein,Leeuwarden
32,8918GB,Birdplein,Leeuwarden
34,8918GB,Birdplein,Leeuwarden
58,8918GC,Birdplein,Leeuwarden
72,8918GC,Birdplein,Leeuwarden
98,8918GD,Birdplein,Leeuwarden
112,8918GD,Birdplein,Leeuwarden
3,8921AX,Bisschopstraat,Leeuwarden
11,8921AX,Bisschopstraat,Leeuwarden
20,8921AZ,Bisschopstraat,Leeuwarden
24,8921AZ,Bisschopstraat,Leeuwarden
26,8921AZ,Bisschopstraat,Leeuwarden
21,8925BX,Bootsmastate,Leeuwarden
1,8931AK,Bordineweg,Leeuwarden
19,8931AL,Bordineweg,Leeuwarden
21,8931AL,Bordineweg,Leeuwarden
29,8931AL,Bordineweg,Leeuwarden
37,8931AL,Bordineweg,Leeuwarden
39,8931AL,Bordineweg,Leeuwarden
75,8931AM,Bordineweg,Leeuwarden
105,8931AN,Bordineweg,Leeuwarden
117,8931AN,Bordineweg,Leeuwarden
123,8931AN,Bordineweg,Leeuwarden
125,8931AN,Bordineweg,Leeuwarden
5,8921JH,Borneostraat,Leeuwarden
6,8932PE,Borniastraat,Leeuwarden
8,8932PE,Borniastraat,Leeuwarden
10,8932PE,Borniastraat,Leeuwarden
18,8932PE,Borniastraat,Leeuwarden
22,8932PE,Borniastraat,Leeuwarden
36,8934AD,Borniastraat,Leeuwarden
63,8934AB,Borniastraat,Leeuwarden
67,8934AB,Borniastraat,Leeuwarden
109,8934AC,Borniastraat,Leeuwarden
117,8934AC,Borniastraat,Leeuwarden
4,8932HX,Bosboomstraat,Leeuwarden
6,8932HX,Bosboomstraat,Leeuwarden
11,8932HV,Bosboomstraat,Leeuwarden
23,8932HW,Bosboomstraat,Leeuwarden
3,8937BH,Boeierstraat,Leeuwarden
38,8937BP,Boeierstraat,Leeuwarden
43,8932HW,Bosboomstraat,Leeuwarden
45,8932HW,Bosboomstraat,Leeuwarden
1,8935PK,Bostulp,Leeuwarden
18,8935PK,Bostulp,Leeuwarden
21,8935PK,Bostulp,Leeuwarden
28,8935PK,Bostulp,Leeuwarden
9,8921CD,Bote van Bolswertstraat,Leeuwarden
22,8921BN,Bote van Bolswertstraat,Leeuwarden
46,8921BN,Bote van Bolswertstraat,Leeuwarden
72,8921BN,Bote van Bolswertstraat,Leeuwarden
1,8917BE,Bothastraat,Leeuwarden
3,8917BE,Bothastraat,Leeuwarden
8,8917BE,Bothastraat,Leeuwarden
9,8917BE,Bothastraat,Leeuwarden
16,8917BE,Bothastraat,Leeuwarden
9,8918CT,Brandemeer,Leeuwarden
112,8921HE,Bleeklaan,Leeuwarden
118,8921HE,Bleeklaan,Leeuwarden
122,8921HE,Bleeklaan,Leeuwarden
128,8921HE,Bleeklaan,Leeuwarden
131,8921HA,Bleeklaan,Leeuwarden
157,8921HB,Bleeklaan,Leeuwarden
26,8911LJ,Blokhuisplein,Leeuwarden
11,8911LJ,Blokhuissteeg,Leeuwarden
98,8921HD,Bleeklaan,Leeuwarden
58,8918HT,Bilgaardpassage,Leeuwarden
75,8937BK,Boeierstraat,Leeuwarden
4,8921TK,Boerhaavestraat,Leeuwarden
34,8921TL,Boerhaavestraat,Leeuwarden
3,8924AM,Boksdoornstraat,Leeuwarden
16,8924AR,Boksdoornstraat,Leeuwarden
20,8924AR,Boksdoornstraat,Leeuwarden
4,8931DD,Bonairestraat,Leeuwarden
11,8931DD,Bonairestraat,Leeuwarden
15,8931DD,Bonairestraat,Leeuwarden
1,8926PJ,Bongastate,Leeuwarden
18,8926PK,Bongastate,Leeuwarden
38,8926PK,Bongastate,Leeuwarden
59,8921LR,Cambuursterpad,Leeuwarden
65,8921LR,Cambuursterpad,Leeuwarden
71,8921LS,Cambuursterpad,Leeuwarden
