1531PN,5,,De Gouden Leeuw,Wormer
1531HG,261,,Dorpsstraat,Wormer
1531HV,262,,Dorpsstraat,Wormer
1531HG,263,,Dorpsstraat,Wormer
1531HV,264,,Dorpsstraat,Wormer
1531HG,265,,Dorpsstraat,Wormer
1531HV,266,,Dorpsstraat,Wormer
1531HG,267,,Dorpsstraat,Wormer
1531HV,268,,Dorpsstraat,Wormer
1531HG,269,,Dorpsstraat,Wormer
1531HJ,359,,Dorpsstraat,Wormer
1531HA,35,,Dorpsstraat,Wormer
1456NE,40,,Zuiderweg,Wijdewormer
1456NE,41,,Zuiderweg,Wijdewormer
1456NE,42,,Zuiderweg,Wijdewormer
1456NE,43,,Zuiderweg,Wijdewormer
1456NE,44,,Zuiderweg,Wijdewormer
1456NE,45,,Zuiderweg,Wijdewormer
1456NE,46,,Zuiderweg,Wijdewormer
1456NE,47,,Zuiderweg,Wijdewormer
1456NE,48,,Zuiderweg,Wijdewormer
1456NE,49,,Zuiderweg,Wijdewormer
1531BK,10,,Bassein,Wormer
1531BJ,11,,Bassein,Wormer
1531BK,12,,Bassein,Wormer
1531BJ,13,,Bassein,Wormer
1531BK,14,,Bassein,Wormer
1531MJ,16,,Boog,Wormer
1531MJ,17,,Boog,Wormer
1531MJ,18,,Boog,Wormer
1531MJ,19,,Boog,Wormer
1531MJ,1,,Boog,Wormer
1531MJ,20,,Boog,Wormer
1531MJ,21,,Boog,Wormer
1531MJ,22,,Boog,Wormer
1531MJ,23,,Boog,Wormer
1531MJ,2,,Boog,Wormer
1531MJ,3,,Boog,Wormer
1531MJ,4,,Boog,Wormer
1531MJ,6,,Boog,Wormer
1531MJ,7,,Boog,Wormer
1531MJ,8,,Boog,Wormer
1531MJ,9,,Boog,Wormer
1531CT,10,,Bootsmanstraat,Wormer
1531PV,1,,De Geele Klok,Wormer
1531PV,2,,De Geele Klok,Wormer
1531PV,3,,De Geele Klok,Wormer
1531HE,211,,Dorpsstraat,Wormer
1531HS,212,,Dorpsstraat,Wormer
1531HE,213,,Dorpsstraat,Wormer
1531HS,214,,Dorpsstraat,Wormer
1531HE,215,,Dorpsstraat,Wormer
1531HS,216,,Dorpsstraat,Wormer
1531HE,217,,Dorpsstraat,Wormer
1531HS,218,,Dorpsstraat,Wormer
1531HE,219,,Dorpsstraat,Wormer
1531HA,21,,Dorpsstraat,Wormer
1531HS,220,,Dorpsstraat,Wormer
1531HE,221,,Dorpsstraat,Wormer
1531HS,222,,Dorpsstraat,Wormer
1531HE,223,,Dorpsstraat,Wormer
1531HS,224,,Dorpsstraat,Wormer
1531HE,225,,Dorpsstraat,Wormer
1456AE,22,,Wildschutweg,Wijdewormer
1456AD,23,,Wildschutweg,Wijdewormer
1456AE,24,,Wildschutweg,Wijdewormer
1456AD,25,,Wildschutweg,Wijdewormer
1456AG,2,,Raadhuisstraat,Wijdewormer
1456AG,3,,Raadhuisstraat,Wijdewormer
1456AG,4,,Raadhuisstraat,Wijdewormer
1456AG,5,,Raadhuisstraat,Wijdewormer
1456AG,6,,Raadhuisstraat,Wijdewormer
1456AG,7,,Raadhuisstraat,Wijdewormer
1456AG,8,,Raadhuisstraat,Wijdewormer
1456AG,9,,Raadhuisstraat,Wijdewormer
1456AH,10,,Ringdijk,Wijdewormer
1456AJ,10,AR,Ringdijk,Wijdewormer
1456AJ,11,AR,Ringdijk,Wijdewormer
1531EH,74,,Arisstraat,Wormer
1531EH,76,,Arisstraat,Wormer
1531EH,78,,Arisstraat,Wormer
1531EG,7,,Arisstraat,Wormer
1531EH,80,,Arisstraat,Wormer
1531EH,82,,Arisstraat,Wormer
1531EH,84,,Arisstraat,Wormer
1531EH,86,,Arisstraat,Wormer
1531EH,88,,Arisstraat,Wormer
1531EH,8,,Arisstraat,Wormer
1531EH,90,,Arisstraat,Wormer
1531EH,92,,Arisstraat,Wormer
1531EH,94,,Arisstraat,Wormer
1531EH,96,,Arisstraat,Wormer
1531EH,98,,Arisstraat,Wormer
1531SC,73,,Gele Lisstraat,Wormer
1531HV,284,,Dorpsstraat,Wormer
1531HH,285,,Dorpsstraat,Wormer
1531HH,287,,Dorpsstraat,Wormer
1531HV,288,,Dorpsstraat,Wormer
1531HW,290,,Dorpsstraat,Wormer
1531HM,28,,Dorpsstraat,Wormer
1531HH,291,,Dorpsstraat,Wormer
1531HW,292,,Dorpsstraat,Wormer
1531HH,293,,Dorpsstraat,Wormer
1531HH,295,,Dorpsstraat,Wormer
1531HG,281,,Dorpsstraat,Wormer
1531HG,283,,Dorpsstraat,Wormer
1531HH,283,,Dorpsstraat,Wormer
1531EK,20,,Kameelstraat,Wormer
1531EJ,21,,Kameelstraat,Wormer
1531EK,22,,Kameelstraat,Wormer
1531EJ,23,,Kameelstraat,Wormer
1531EK,24,,Kameelstraat,Wormer
1531EK,2,,Kameelstraat,Wormer
1531EJ,3,,Kameelstraat,Wormer
1531EK,4,,Kameelstraat,Wormer
1531EJ,5,,Kameelstraat,Wormer
1531PD,14,,Droger,Wormer
1531NN,30,,Hollander,Wormer
1531NN,32,,Hollander,Wormer
1531NN,34,,Hollander,Wormer
1531NN,36,,Hollander,Wormer
1531NN,38,,Hollander,Wormer
1531NM,3,,Hollander,Wormer
1531NN,40,,Hollander,Wormer
1531NN,42,,Hollander,Wormer
1531GN,6,,Jan Allanhof,Wormer
1531GN,7,,Jan Allanhof,Wormer
1531GN,8,,Jan Allanhof,Wormer
1531CL,13,,Jonge Wolfstraat,Wormer
1531CL,7,,Jonge Wolfstraat,Wormer
1531CL,9,,Jonge Wolfstraat,Wormer
1531NE,10,,Kalander,Wormer
1531ND,11,,Kalander,Wormer
1531NE,12,,Kalander,Wormer
1531ND,13,,Kalander,Wormer
1531NE,14,,Kalander,Wormer
1531ND,15,,Kalander,Wormer
1531NE,16,,Kalander,Wormer
1531ND,17,,Kalander,Wormer
1531NE,18,,Kalander,Wormer
1531ND,19,,Kalander,Wormer
1531ND,1,,Kalander,Wormer
1531EC,12,,Herderstraat,Wormer
1531EC,14,,Herderstraat,Wormer
1531EC,1,,Herderstraat,Wormer
1531EC,2,,Herderstraat,Wormer
1531EC,3,,Herderstraat,Wormer
1531EC,4,,Herderstraat,Wormer
1531EC,5,,Herderstraat,Wormer
1531EC,6,,Herderstraat,Wormer
1531EC,8,,Herderstraat,Wormer
1531KA,10,,Herenlaan,Wormer
1531EM,5,,Karnstraat,Wormer
1531EM,6,,Karnstraat,Wormer
1531SB,69,,Gele Lisstraat,Wormer
1531SE,6,,Gele Lisstraat,Wormer
1531SG,70,,Gele Lisstraat,Wormer
1531SB,71,,Gele Lisstraat,Wormer
1531SG,72,,Gele Lisstraat,Wormer
1546LB,52,,Weiver,Jisp
1546LA,5,,Weiver,Jisp
1546LB,6,,Weiver,Jisp
1546LA,7,,Weiver,Jisp
1546LB,8,,Weiver,Jisp
1546LA,9,,Weiver,Jisp
1546LT,10,,Wolffsmolen,Jisp
1546LT,11,,Wolffsmolen,Jisp
1546LT,12,,Wolffsmolen,Jisp
1546LT,13,,Wolffsmolen,Jisp
1546LT,14,,Wolffsmolen,Jisp
1546LT,15,,Wolffsmolen,Jisp
1546LT,16,,Wolffsmolen,Jisp
1546LT,1,,Wolffsmolen,Jisp
1546LT,2,,Wolffsmolen,Jisp
1546LT,3,,Wolffsmolen,Jisp
1546LT,4,,Wolffsmolen,Jisp
1546LT,5,,Wolffsmolen,Jisp
1546LT,6,,Wolffsmolen,Jisp
1546LT,7,,Wolffsmolen,Jisp
1546LT,8,,Wolffsmolen,Jisp
1534NC,57,,Dorpsstraat,Oostknollendam
1534NL,58,,Dorpsstraat,Oostknollendam
1534NB,5,,Dorpsstraat,Oostknollendam
1534NL,60,,Dorpsstraat,Oostknollendam
1534NL,62,,Dorpsstraat,Oostknollendam
1534ND,63,,Dorpsstraat,Oostknollendam
1534NL,64,,Dorpsstraat,Oostknollendam
1534ND,65,,Dorpsstraat,Oostknollendam
1534LN,66,,Dorpsstraat,Oostknollendam
1534NL,66,,Dorpsstraat,Oostknollendam
1534ND,67,,Dorpsstraat,Oostknollendam
1534NM,68,,Dorpsstraat,Oostknollendam
1534ND,69,,Dorpsstraat,Oostknollendam
1534NJ,6,,Dorpsstraat,Oostknollendam
1534NM,70,,Dorpsstraat,Oostknollendam
1456AX,58,,Hallerweg,Wijdewormer
1456AT,59,,Hallerweg,Wijdewormer
1456AS,5,,Hallerweg,Wijdewormer
1456AX,60,,Hallerweg,Wijdewormer
1546LZ,1,,Barnde Molen,Jisp
1546LZ,2,,Barnde Molen,Jisp
1546LZ,3,,Barnde Molen,Jisp
1546LZ,4,,Barnde Molen,Jisp
1546LZ,5,,Barnde Molen,Jisp
1546LZ,7,,Barnde Molen,Jisp
1546LZ,9,,Barnde Molen,Jisp
1546MA,10,,Bungaloweiland Molenpad,Jisp
1546MA,11,,Bungaloweiland Molenpad,Jisp
1546MA,12,,Bungaloweiland Molenpad,Jisp
1546MA,13,,Bungaloweiland Molenpad,Jisp
1546MA,1,,Bungaloweiland Molenpad,Jisp
1546MA,2,,Bungaloweiland Molenpad,Jisp
1534NV,26,,Bickershorn,Oostknollendam
1534NS,27,,Bickershorn,Oostknollendam
1534NV,28,,Bickershorn,Oostknollendam
1534NS,29,,Bickershorn,Oostknollendam
1534NV,2,,Bickershorn,Oostknollendam
1534NS,31,,Bickershorn,Oostknollendam
1534NS,33,,Bickershorn,Oostknollendam
1534NS,35,,Bickershorn,Oostknollendam
1534NS,37,,Bickershorn,Oostknollendam
1534NS,39,,Bickershorn,Oostknollendam
1534NS,3,,Bickershorn,Oostknollendam
1534NS,41,,Bickershorn,Oostknollendam
1534NS,43,,Bickershorn,Oostknollendam
1534NT,45,,Bickershorn,Oostknollendam
1534NT,47,,Bickershorn,Oostknollendam
1534NT,49,,Bickershorn,Oostknollendam
1458PN,13,,Oudelandsdijk,Spijkerboor
1458PN,1,,Oudelandsdijk,Spijkerboor
1458PN,2,,Oudelandsdijk,Spijkerboor
1458PN,3,,Oudelandsdijk,Spijkerboor
1458PN,4,,Oudelandsdijk,Spijkerboor
1458PN,5,,Oudelandsdijk,Spijkerboor
1458PN,6,,Oudelandsdijk,Spijkerboor
1531CT,19,,Bootsmanstraat,Wormer
1531CT,20,,Bootsmanstraat,Wormer
1531CT,21,,Bootsmanstraat,Wormer
1531CT,22,,Bootsmanstraat,Wormer
1531CT,23,,Bootsmanstraat,Wormer
1531PE,19,,Blokmaalder,Wormer
1531PE,1,,Blokmaalder,Wormer
1531PG,20,,Blokmaalder,Wormer
1531PE,21,,Blokmaalder,Wormer
1531PG,22,,Blokmaalder,Wormer
1531PE,23,,Blokmaalder,Wormer
1531PG,24,,Blokmaalder,Wormer
1531PE,25,,Blokmaalder,Wormer
1531PG,26,,Blokmaalder,Wormer
1531PE,27,,Blokmaalder,Wormer
1531PG,28,,Blokmaalder,Wormer
1531PE,29,,Blokmaalder,Wormer
1531PG,2,,Blokmaalder,Wormer
1531PG,30,,Blokmaalder,Wormer
1531PE,31,,Blokmaalder,Wormer
1531PR,23,,De Herkulis,Wormer
1531PR,24,,De Herkulis,Wormer
1531RC,4,,De Pijl,Wormer
1531RC,5,,De Pijl,Wormer
1531RC,6,,De Pijl,Wormer
1531RC,7,,De Pijl,Wormer
1531RC,8,,De Pijl,Wormer
1531RC,9,,De Pijl,Wormer
1531NV,10,,De Wiekstraat,Wormer
1531NV,11,,De Wiekstraat,Wormer
1531NV,12,,De Wiekstraat,Wormer
1531NV,13,,De Wiekstraat,Wormer
1531NV,14,,De Wiekstraat,Wormer
1531NV,15,,De Wiekstraat,Wormer
1531NV,16,,De Wiekstraat,Wormer
1531NV,17,,De Wiekstraat,Wormer
1531NV,2,,De Wiekstraat,Wormer
1531NV,4,,De Wiekstraat,Wormer
1531NV,5,,De Wiekstraat,Wormer
1531NV,6,,De Wiekstraat,Wormer
1531NV,7,,De Wiekstraat,Wormer
1531NV,8,,De Wiekstraat,Wormer
1531NV,9,,De Wiekstraat,Wormer
1531RD,10,,Donau,Wormer
1531RD,1,,Donau,Wormer
1531RD,2,,Donau,Wormer
1531HD,183,,Dorpsstraat,Wormer
1531HR,184,,Dorpsstraat,Wormer
1531HS,186,,Dorpsstraat,Wormer
1531HD,187,,Dorpsstraat,Wormer
1531HS,188,,Dorpsstraat,Wormer
1531HL,8,,Kerkstraat,Wormer
1531DM,10,,Kerkuilplantsoen,Wormer
1531DM,11,,Kerkuilplantsoen,Wormer
1531HW,296,,Dorpsstraat,Wormer
1531HH,297,,Dorpsstraat,Wormer
1531HW,298,,Dorpsstraat,Wormer
