7833GR,6,,Klaroen,Nieuw-Amsterdam
7891PZ,36,,Achter de Brandweer,Klazienaveen
7891PZ,66,,Achter de Brandweer,Klazienaveen
7891PZ,72,,Achter de Brandweer,Klazienaveen
7891PZ,106,,Achter de Brandweer,Klazienaveen
7827TB,58,,Grote Stern,Emmen
7827TB,57,,Grote Stern,Emmen
7827VG,24,,Purperreiger,Emmen
7827VG,31,,Purperreiger,Emmen
7827LA,16,,Eendenveld,Emmen
7827LA,17,,Eendenveld,Emmen
7827LR,62,,Toppereend,Emmen
7827LR,68,,Toppereend,Emmen
7827LN,12,,Toppereend,Emmen
7827LN,8,,Toppereend,Emmen
7827JJ,11,,Alpenkraai,Emmen
7844KS,15,,Middenweg,Veenoord
7844KS,17,,Middenweg,Veenoord
7844KS,3,,Middenweg,Veenoord
7833GK,20,,Schooldijk,Nieuw-Amsterdam
7844KA,108,,Schooldijk,Veenoord
7833GK,5,,Schooldijk,Nieuw-Amsterdam
7833GK,2,,Schooldijk,Nieuw-Amsterdam
7844KA,104,,Schooldijk,Veenoord
7891RB,71,,Herderstraat,Klazienaveen
7891RB,73,,Herderstraat,Klazienaveen
7891RM,84,,Engweg,Klazienaveen
7833GS,3,,Wildvang,Nieuw-Amsterdam
7833GS,11,,Wildvang,Nieuw-Amsterdam
7833GH,2,,Ganzenroer,Nieuw-Amsterdam
7833GH,9,,Ganzenroer,Nieuw-Amsterdam
7833GH,7,,Ganzenroer,Nieuw-Amsterdam
7891SB,25,,De Koel,Klazienaveen
7891SC,2,,De Koel,Klazienaveen
7891SC,22,,De Koel,Klazienaveen
7891SC,36,,De Koel,Klazienaveen
7891SC,32,,De Koel,Klazienaveen
7891PH,24,,Vesperweg,Klazienaveen
7891SK,2,,De Paldert,Klazienaveen
7891SL,52,,De Paldert,Klazienaveen
7891SL,54,,De Paldert,Klazienaveen
7891SL,58,,De Paldert,Klazienaveen
7827VG,17,,Purperreiger,Emmen
7827VG,21,,Purperreiger,Emmen
7827VE,7,,Purperreiger,Emmen
7827VC,23,,Ralreiger,Emmen
7827VC,26,,Ralreiger,Emmen
7827VC,31,,Ralreiger,Emmen
7827VC,3,,Ralreiger,Emmen
7885GP,56,,Schepershof,Nieuw-Dordrecht
7885GM,47,,Schepershof,Nieuw-Dordrecht
7885GM,49,,Schepershof,Nieuw-Dordrecht
7827BP,49,,Kuifmees,Emmen
7885BJ,19,,Kromhout,Nieuw-Dordrecht
7885AD,5,,Sportweg,Nieuw-Dordrecht
7885AE,12,,Sportweg,Nieuw-Dordrecht
7885AD,11,,Sportweg,Nieuw-Dordrecht
7885AH,36,,Meester Koehoornstraat,Nieuw-Dordrecht
7812PK,132,,Rolderbrink,Emmen
7812PP,332,,Rolderbrink,Emmen
7891RM,86,,Engweg,Klazienaveen
7891RM,58,,Engweg,Klazienaveen
7891RM,72,,Engweg,Klazienaveen
7812AJ,74,,Zuidbargerstraat,Emmen
7827DD,105,,Distelvink,Emmen
7827DR,36,,Vinkenveld,Emmen
7827DL,38,,Goudvink,Emmen
7827DL,43,,Goudvink,Emmen
7833JV,68,,Erfscheidenweg,Nieuw-Amsterdam
7833JV,57,,Erfscheidenweg,Nieuw-Amsterdam
7833JT,2,,Erfscheidenweg,Nieuw-Amsterdam
7833JR,10,,Scheidingsweg,Nieuw-Amsterdam
7833JS,26,,Scheidingsweg,Nieuw-Amsterdam
7833JS,27,,Scheidingsweg,Nieuw-Amsterdam
7833JS,31,,Scheidingsweg,Nieuw-Amsterdam
7844TE,1,,Ermerveen,Veenoord
7844TD,68,,Boerdijk,Veenoord
7814VB,14,,Ermerveen,Emmen
7827NV,11,,Houtduif,Emmen
7827AJ,127,,Mussenveld,Emmen
7885TN,49,,Oosterwijk WZ,Nieuw-Dordrecht
7885TN,63,,Oosterwijk WZ,Nieuw-Dordrecht
7885TN,35,,Oosterwijk WZ,Nieuw-Dordrecht
7812PP,310,,Rolderbrink,Emmen
7812PP,308,,Rolderbrink,Emmen
7812PP,314,,Rolderbrink,Emmen
7812PP,320,,Rolderbrink,Emmen
7812PN,298,,Rolderbrink,Emmen
7812PN,280,,Rolderbrink,Emmen
7812PN,290,,Rolderbrink,Emmen
7812PN,264,,Rolderbrink,Emmen
7812PD,175,,Rolderbrink,Emmen
7812PD,197,,Rolderbrink,Emmen
7884RN,15,,Gareel,Barger-Compascuum
7827BB,19,,Koolmees,Emmen
7827EE,13,,Sneeuwgors,Emmen
7891DG,48,,Zuring,Klazienaveen
7891DG,18,,Zuring,Klazienaveen
7828AG,25,,Topaasdreef,Emmen
7828AG,29,,Topaasdreef,Emmen
7828AK,22,,Opaaldreef,Emmen
7828AG,39,,Topaasdreef,Emmen
7828BH,2,,Jadedreef,Emmen
7828AX,13,,Robijndreef,Emmen
7827RG,41,,Drieteenspecht,Emmen
7827RG,14,,Drieteenspecht,Emmen
7827PA,24,,Gierzwaluw,Emmen
7827PA,23,,Gierzwaluw,Emmen
7827PG,12,,Zwaluwenveld,Emmen
7827PG,22,,Zwaluwenveld,Emmen
7827NP,56,,Tortelduif,Emmen
7827NP,50,,Tortelduif,Emmen
7885AL,1,,Vastenow,Nieuw-Dordrecht
7812PH,42,,Rolderbrink,Emmen
7812PJ,62,,Rolderbrink,Emmen
7812PJ,52,,Rolderbrink,Emmen
7812PH,24,,Rolderbrink,Emmen
7812PH,26,,Rolderbrink,Emmen
7812PH,28,,Rolderbrink,Emmen
7812PR,388,,Rolderbrink,Emmen
7812PR,356,,Rolderbrink,Emmen
7812GD,173,,Zuidlaarderbrink,Emmen
7812GD,175,,Zuidlaarderbrink,Emmen
7812RH,309,,Ruinerbrink,Emmen
7827BC,42,,Koolmees,Emmen
7827BC,52,,Koolmees,Emmen
7827BB,27,,Koolmees,Emmen
7827BC,54,,Koolmees,Emmen
7827BB,36,,Koolmees,Emmen
7827BA,2,,Koolmees,Emmen
7827BA,17,,Koolmees,Emmen
7827JJ,19,,Alpenkraai,Emmen
7827JJ,20,,Alpenkraai,Emmen
7827JK,56,,Alpenkraai,Emmen
7827JK,31,,Alpenkraai,Emmen
7833AC,60,,Vaart ZZ,Nieuw-Amsterdam
7812AD,57,,Zuidbargerstraat,Emmen
7812AD,59,,Zuidbargerstraat,Emmen
7812AD,53,,Zuidbargerstraat,Emmen
7812AR,4,,Achter de Smidse,Emmen
7812AR,5,,Achter de Smidse,Emmen
7812AR,15,,Achter de Smidse,Emmen
7825TR,6,,Halvemaanweg,Emmen
7812AC,31,,Zuidbargerstraat,Emmen
7891RK,105,,Engweg,Klazienaveen
7891RN,116,,Engweg,Klazienaveen
7891RK,97,,Engweg,Klazienaveen
7833EX,7,,Schakelpad,Nieuw-Amsterdam
7833EX,45,,Schakelpad,Nieuw-Amsterdam
7833EX,3,,Schakelpad,Nieuw-Amsterdam
7833EX,39,,Schakelpad,Nieuw-Amsterdam
7833EX,49,,Schakelpad,Nieuw-Amsterdam
7833EX,57,,Schakelpad,Nieuw-Amsterdam
7833GZ,55,,Karel Palmstraat,Nieuw-Amsterdam
7891SJ,47,,De Paldert,Klazienaveen
7891SJ,49,,De Paldert,Klazienaveen
7827DM,9,,Sneeuwvink,Emmen
7827DM,21,,Sneeuwvink,Emmen
7827DM,23,,Sneeuwvink,Emmen
7827JW,17,,Grijze Kraai,Emmen
7827JW,19,,Grijze Kraai,Emmen
7827JS,17,,Boskraai,Emmen
7827JS,18,,Boskraai,Emmen
7827JS,5,,Boskraai,Emmen
7827JV,69,,Boskraai,Emmen
7885AH,28,,Meester Koehoornstraat,Nieuw-Dordrecht
7885AH,18,,Meester Koehoornstraat,Nieuw-Dordrecht
7885AH,10,,Meester Koehoornstraat,Nieuw-Dordrecht
7885BA,12,,Klazienaveensestraat,Nieuw-Dordrecht
7885BA,8,,Klazienaveensestraat,Nieuw-Dordrecht
7885BA,15,,Klazienaveensestraat,Nieuw-Dordrecht
7885BA,17,,Klazienaveensestraat,Nieuw-Dordrecht
7885BA,18,,Klazienaveensestraat,Nieuw-Dordrecht
7885BA,14,,Klazienaveensestraat,Nieuw-Dordrecht
7885BA,31,,Klazienaveensestraat,Nieuw-Dordrecht
7827RG,9,,Drieteenspecht,Emmen
7827RG,18,,Drieteenspecht,Emmen
7833HA,20,,Vaart NZ,Nieuw-Amsterdam
7833HB,28,,Vaart NZ,Nieuw-Amsterdam
7833HB,35,,Vaart NZ,Nieuw-Amsterdam
7833HB,37,,Vaart NZ,Nieuw-Amsterdam
7833HC,60,,Vaart NZ,Nieuw-Amsterdam
7833HG,101,,Vaart NZ,Nieuw-Amsterdam
7833AD,91,,Vaart ZZ,Nieuw-Amsterdam
7833AD,87,,Vaart ZZ,Nieuw-Amsterdam
7833AD,78,,Vaart ZZ,Nieuw-Amsterdam
7833AD,85,,Vaart ZZ,Nieuw-Amsterdam
7891SP,21,,De Doeze,Klazienaveen
7891SR,43,,De Doeze,Klazienaveen
7891SP,33,,De Doeze,Klazienaveen
7891SR,53,,De Doeze,Klazienaveen
7891SR,77,,De Doeze,Klazienaveen
7891SR,69,,De Doeze,Klazienaveen
7891SR,71,,De Doeze,Klazienaveen
7833JP,133,,Verlengde Wilhelmsweg,Nieuw-Amsterdam
7833HN,58,,Veilingstraat,Nieuw-Amsterdam
7814VL,26,,Zijweg,Emmen
7814VC,24,,Wilhelmsweg,Emmen
7827JW,7,,Grijze Kraai,Emmen
7827JW,5,,Grijze Kraai,Emmen
7827JW,3,,Grijze Kraai,Emmen
7827JZ,60,,Grijze Kraai,Emmen
7825TT,75,,Rietlandenstraat,Emmen
7827EE,4,,Sneeuwgors,Emmen
7827DD,99,,Distelvink,Emmen
7827DD,100,,Distelvink,Emmen
7827DD,101,,Distelvink,Emmen
7827DD,102,,Distelvink,Emmen
7827LK,63,,Eendenveld,Emmen
7827LK,66,,Eendenveld,Emmen
7885BA,25,,Klazienaveensestraat,Nieuw-Dordrecht
7885BA,33,,Klazienaveensestraat,Nieuw-Dordrecht
7885BB,53,,Klazienaveensestraat,Nieuw-Dordrecht
7885BB,59,,Klazienaveensestraat,Nieuw-Dordrecht
7885BA,41,,Klazienaveensestraat,Nieuw-Dordrecht
7885BA,43,,Klazienaveensestraat,Nieuw-Dordrecht
7885BB,45,,Klazienaveensestraat,Nieuw-Dordrecht
7885BL,18,,Boekweitveld,Nieuw-Dordrecht
7812PD,149,,Rolderbrink,Emmen
7812PN,254,,Rolderbrink,Emmen
7812PD,183,,Rolderbrink,Emmen
7812PC,139,,Rolderbrink,Emmen
7812PC,145,,Rolderbrink,Emmen
7812PM,246,,Rolderbrink,Emmen
7812NE,62,,Borgerbrink,Emmen
7891RK,89,,Engweg,Klazienaveen
7891DT,85,,Zuring,Klazienaveen
7891DT,91,,Zuring,Klazienaveen
7891DG,54,,Zuring,Klazienaveen
7891DT,113,,Zuring,Klazienaveen
7891DT,119,,Zuring,Klazienaveen
7891DX,45,,Kervel,Klazienaveen
7891WN,10,,Marjolein,Klazienaveen
7891WC,36,,Dovenetel,Klazienaveen
7814VD,27,,Wilhelmsweg,Emmen
7814VD,33,,Wilhelmsweg,Emmen
7814VJ,71,,Zandzoom,Emmen
7827KE,10,,Poelsnip,Emmen
7827ND,15,,Postduif,Emmen
7827ND,18,,Postduif,Emmen
7827ND,12,,Postduif,Emmen
7827ND,9,,Postduif,Emmen
7827ND,23,,Postduif,Emmen
7827ND,26,,Postduif,Emmen
7827ND,34,,Postduif,Emmen
7885AC,64,,Oranjedorpstraat,Nieuw-Dordrecht
7885AC,63,,Oranjedorpstraat,Nieuw-Dordrecht
7885AA,7,,Oranjedorpstraat,Nieuw-Dordrecht
7885AC,52,,Oranjedorpstraat,Nieuw-Dordrecht
7885AB,24,,Oranjedorpstraat,Nieuw-Dordrecht
7885AB,28,,Oranjedorpstraat,Nieuw-Dordrecht
7885AB,30,,Oranjedorpstraat,Nieuw-Dordrecht
7885AV,152,,Herenstreek,Nieuw-Dordrecht
7885GA,5,,Rietdekkershof,Nieuw-Dordrecht
7885GB,32,,Rietdekkershof,Nieuw-Dordrecht
7885GB,34,,Rietdekkershof,Nieuw-Dordrecht
7812NE,70,,Borgerbrink,Emmen
7812NB,49,,Borgerbrink,Emmen
7812NE,60,,Borgerbrink,Emmen
7827SC,70,,Ganzenveld,Emmen
7827TB,33,,Grote Stern,Emmen
7884RP,32,,Gareel,Barger-Compascuum
7884RP,12,,Gareel,Barger-Compascuum
7884RP,10,,Gareel,Barger-Compascuum
7827NW,35,,Houtduif,Emmen
7827NW,42,,Houtduif,Emmen
7827NW,57,,Houtduif,Emmen
7827NW,49,,Houtduif,Emmen
7827NW,43,,Houtduif,Emmen
7827NV,1,,Houtduif,Emmen
7827NV,5,,Houtduif,Emmen
7811KP,416,,Klepel,Emmen
7827NV,7,,Houtduif,Emmen
7827NV,24,,Houtduif,Emmen
7827NV,20,,Houtduif,Emmen
7827NV,21,,Houtduif,Emmen
7827LE,46,,Eidereend,Emmen
7827LE,41,,Eidereend,Emmen
7827LG,49,,Eidereend,Emmen
7827LE,39,,Eidereend,Emmen
7827LE,36,,Eidereend,Emmen
7827LE,31,,Eidereend,Emmen
7833GZ,45,,Karel Palmstraat,Nieuw-Amsterdam
7833GZ,73,,Karel Palmstraat,Nieuw-Amsterdam
7833GX,85,,Karel Palmstraat,Nieuw-Amsterdam
7833GX,117,,Karel Palmstraat,Nieuw-Amsterdam
7833GZ,63,,Karel Palmstraat,Nieuw-Amsterdam
7812EA,34,,Hesselterbrink,Emmen
7812PR,394,,Rolderbrink,Emmen
7812PT,444,,Rolderbrink,Emmen
7812PH,4,,Rolderbrink,Emmen
7812PJ,68,,Rolderbrink,Emmen
7812PJ,74,,Rolderbrink,Emmen
7812RP,278,,Ruinerbrink,Emmen
7812RR,292,,Ruinerbrink,Emmen
7812PE,225,,Rolderbrink,Emmen
7812PS,400,,Rolderbrink,Emmen
7812PS,402,,Rolderbrink,Emmen
7812PS,404,,Rolderbrink,Emmen
7827TA,14,,Grote Stern,Emmen
7884RN,49,,Gareel,Barger-Compascuum
7884RP,18,,Gareel,Barger-Compascuum
7884RP,20,,Gareel,Barger-Compascuum
7884RP,24,,Gareel,Barger-Compascuum
7827DK,8,,Goudvink,Emmen
7827DK,14,,Goudvink,Emmen
7827DP,2,,Vinkenveld,Emmen
7827TE,7,,Dwergstern,Emmen
7812AL,142,,Zuidbargerstraat,Emmen
7812AG,155,,Zuidbargerstraat,Emmen
7812AG,153,,Zuidbargerstraat,Emmen
7827DG,5,,Appelvink,Emmen
7827DT,101,,Vinkenveld,Emmen
7827DT,102,,Vinkenveld,Emmen
7827DT,103,,Vinkenveld,Emmen
7827DH,42,,Appelvink,Emmen
7827DH,45,,Appelvink,Emmen
7827DH,48,,Appelvink,Emmen
7827DJ,51,,Appelvink,Emmen
7827DJ,54,,Appelvink,Emmen
7827DJ,63,,Appelvink,Emmen
7827DJ,64,,Appelvink,Emmen
7812ME,4,,Mantingerbrink,Emmen
7812VZ,16,,Hoenderkamp,Emmen
7812VZ,14,,Hoenderkamp,Emmen
7812VZ,18,,Hoenderkamp,Emmen
7812AZ,3,,Middenstraat,Emmen
7812BN,4,,Het Groene Loo,Emmen
7812AV,11,,Oude Zuidbargerstraat,Emmen
7815RH,54,,Flintstraat,Emmen
7815RG,26,,Flintstraat,Emmen
7815RG,18,,Flintstraat,Emmen
7811GM,19,,Allee,Emmen
7811GM,12,,Allee,Emmen
7811MG,101,,Noorderplein,Emmen
7812RD,181,,Ruinerbrink,Emmen
7812RD,185,,Ruinerbrink,Emmen
7812RM,176,,Ruinerbrink,Emmen
7812EW,18,,Holtingerbrink,Emmen
7812EW,22,,Holtingerbrink,Emmen
7812EW,26,,Holtingerbrink,Emmen
7812EW,28,,Holtingerbrink,Emmen
7812DE,282,,Holtingerbrink,Emmen
7812DC,214,,Holtingerbrink,Emmen
7827BD,11,,Pimpelmees,Emmen
7827BE,44,,Pimpelmees,Emmen
7827BE,47,,Pimpelmees,Emmen
7827BE,49,,Pimpelmees,Emmen
7885TK,101,,Bladderswijk OZ,Nieuw-Dordrecht
7885TK,104,,Bladderswijk OZ,Nieuw-Dordrecht
7885TK,108,,Bladderswijk OZ,Nieuw-Dordrecht
7885TJ,71,,Bladderswijk OZ,Nieuw-Dordrecht
7885TJ,68,,Bladderswijk OZ,Nieuw-Dordrecht
