7833GR,6,,Klaroen,Nieuw-Amsterdam
7885TH,24,,Bladderswijk WZ,Nieuw-Dordrecht
7885TJ,54,,Bladderswijk OZ,Nieuw-Dordrecht
7885GL,66,,Oosterveenseweg,Nieuw-Dordrecht
7885TN,44,,Oosterwijk WZ,Nieuw-Dordrecht
7885TM,46,,Oosterwijk OZ,Nieuw-Dordrecht
7812GA,39,,Zuidlaarderbrink,Emmen
7812AT,10,,Scheperstraat,Emmen
7812AS,9,,Kruisstraat,Emmen
7812AS,4,,Kruisstraat,Emmen
7811JC,32,,Wilhelminastraat,Emmen
7811AZ,18,,Vreding,Emmen
7811AZ,14,,Vreding,Emmen
7811AW,2,,Westenesscherstraat,Emmen
7811AW,3,,Westenesscherstraat,Emmen
7811AS,5,,Esweg,Emmen
7811AS,4,,Esweg,Emmen
7812JT,133,,Oringerbrink,Emmen
7812JT,139,,Oringerbrink,Emmen
7812JS,85,,Oringerbrink,Emmen
7812VJ,187,,Bruntingerbrink,Emmen
7812VJ,185,,Bruntingerbrink,Emmen
7812VH,109,,Bruntingerbrink,Emmen
7812LZ,112,,Ronerbrink,Emmen
7812LX,100,,Ronerbrink,Emmen
7812LZ,118,,Ronerbrink,Emmen
7812EN,538,,Hesselterbrink,Emmen
7812EM,472,,Hesselterbrink,Emmen
7812EE,198,,Hesselterbrink,Emmen
7812CD,127,,Hesselterbrink,Emmen
7812CD,139,,Hesselterbrink,Emmen
7812CD,131,,Hesselterbrink,Emmen
7812EW,12,,Holtingerbrink,Emmen
7812EV,107,,Holtingerbrink,Emmen
7812EV,113,,Holtingerbrink,Emmen
7812GE,16,,Zuidlaarderbrink,Emmen
7812GA,29,,Zuidlaarderbrink,Emmen
7812GA,21,,Zuidlaarderbrink,Emmen
7812GA,17,,Zuidlaarderbrink,Emmen
7812GA,25,,Zuidlaarderbrink,Emmen
7812GA,15,,Zuidlaarderbrink,Emmen
7812GA,33,,Zuidlaarderbrink,Emmen
7812GM,310,,Zuidlaarderbrink,Emmen
7812GD,183,,Zuidlaarderbrink,Emmen
7812GD,191,,Zuidlaarderbrink,Emmen
7812GA,11,,Zuidlaarderbrink,Emmen
7812GA,9,,Zuidlaarderbrink,Emmen
7812RR,316,,Ruinerbrink,Emmen
7812PH,48,,Rolderbrink,Emmen
7827TE,10,,Dwergstern,Emmen
7827TE,12,,Dwergstern,Emmen
7827TG,30,,Dwergstern,Emmen
7811MV,170,,Westerstraat,Emmen
7811MV,161,,Westerstraat,Emmen
7812JL,12,,Zweelerbrink,Emmen
7812JL,24,,Zweelerbrink,Emmen
7812JN,106,,Zweelerbrink,Emmen
7812JE,155,,Zweelerbrink,Emmen
7812JN,124,,Zweelerbrink,Emmen
7812JN,120,,Zweelerbrink,Emmen
7825TP,23,,Halteweg,Emmen
7812TK,148,,Druwerbrink,Emmen
7826EM,10,,Raatakkers,Emmen
7826ED,17,,Willem Grolstraat,Emmen
7826ED,15,,Willem Grolstraat,Emmen
7826EH,24,,Willem Grolstraat,Emmen
7826EH,8,,Willem Grolstraat,Emmen
7827BE,37,,Pimpelmees,Emmen
7827AR,19,,Huismus,Emmen
7827AR,13,,Huismus,Emmen
7827AR,14,,Huismus,Emmen
7827AS,24,,Huismus,Emmen
7827AS,31,,Huismus,Emmen
7827AS,32,,Huismus,Emmen
7827AS,42,,Huismus,Emmen
7827GC,34,,Kerkuil,Emmen
7827GC,33,,Kerkuil,Emmen
7827GD,56,,Kerkuil,Emmen
7827GD,50,,Kerkuil,Emmen
7827GK,71,,Steenuil,Emmen
7827GK,72,,Steenuil,Emmen
7827TG,41,,Dwergstern,Emmen
7827TB,26,,Grote Stern,Emmen
7827TB,27,,Grote Stern,Emmen
7827TB,28,,Grote Stern,Emmen
7827TB,29,,Grote Stern,Emmen
7827TB,50,,Grote Stern,Emmen
7827TB,42,,Grote Stern,Emmen
7827TB,43,,Grote Stern,Emmen
7827TB,44,,Grote Stern,Emmen
7827TA,16,,Grote Stern,Emmen
7827DJ,59,,Appelvink,Emmen
7827DJ,61,,Appelvink,Emmen
7827DJ,58,,Appelvink,Emmen
7827DH,41,,Appelvink,Emmen
7827DH,38,,Appelvink,Emmen
7827DH,30,,Appelvink,Emmen
7812MB,89,,Mantingerbrink,Emmen
7812MC,125,,Mantingerbrink,Emmen
7812MB,97,,Mantingerbrink,Emmen
7812MC,105,,Mantingerbrink,Emmen
7812MD,191,,Mantingerbrink,Emmen
7812MD,157,,Mantingerbrink,Emmen
7812MD,183,,Mantingerbrink,Emmen
7826EJ,58,,Willem Grolstraat,Emmen
7826EJ,56,,Willem Grolstraat,Emmen
7826BR,94,,Bargerweg,Emmen
7815XH,72,,Meerstraat,Emmen
7815XH,50,,Meerstraat,Emmen
7815XH,58,,Meerstraat,Emmen
7815XJ,84,,Meerstraat,Emmen
7815XJ,78,,Meerstraat,Emmen
7827GE,100,,Steenuil,Emmen
7827GE,108,,Steenuil,Emmen
7827GK,81,,Steenuil,Emmen
7827GK,82,,Steenuil,Emmen
7827GK,83,,Steenuil,Emmen
7812EC,144,,Hesselterbrink,Emmen
7812ED,148,,Hesselterbrink,Emmen
7812CC,83,,Hesselterbrink,Emmen
7812CB,77,,Hesselterbrink,Emmen
7812CC,89,,Hesselterbrink,Emmen
7812CC,91,,Hesselterbrink,Emmen
7827DG,8,,Appelvink,Emmen
7827DG,10,,Appelvink,Emmen
7827DD,88,,Distelvink,Emmen
7827BP,40,,Kuifmees,Emmen
7812SP,204,,Balingerbrink,Emmen
7812SN,184,,Balingerbrink,Emmen
7811LP,13,,De Hoge Loo,Emmen
7811LL,22,,'t Oude Loo,Emmen
7811LL,8,,'t Oude Loo,Emmen
7811LM,13,,Looweg,Emmen
7811LN,8,,Looweg,Emmen
7811LM,3,,Looweg,Emmen
7811LM,5,,Looweg,Emmen
7815SB,20,,Weerdingerstraat,Emmen
7815XK,156,,Meerstraat,Emmen
7815XS,5,,Dr. W. Pleijtestraat,Emmen
7812RM,152,,Ruinerbrink,Emmen
7812RN,202,,Ruinerbrink,Emmen
7812RE,229,,Ruinerbrink,Emmen
7812RL,140,,Ruinerbrink,Emmen
7812RD,175,,Ruinerbrink,Emmen
7812RD,193,,Ruinerbrink,Emmen
7812EC,138,,Hesselterbrink,Emmen
7812EC,108,,Hesselterbrink,Emmen
7812NV,16,,Geuzingerbrink,Emmen
7812NS,5,,Geuzingerbrink,Emmen
7812NT,83,,Geuzingerbrink,Emmen
7812NT,75,,Geuzingerbrink,Emmen
7812NZ,112,,Geuzingerbrink,Emmen
7812NK,6,,Asserbrink,Emmen
7812SP,230,,Balingerbrink,Emmen
7812SP,232,,Balingerbrink,Emmen
7812SP,234,,Balingerbrink,Emmen
7812SJ,249,,Balingerbrink,Emmen
7812SJ,243,,Balingerbrink,Emmen
7812SR,252,,Balingerbrink,Emmen
7812SH,239,,Balingerbrink,Emmen
7812LW,22,,Ronerbrink,Emmen
7812LW,44,,Ronerbrink,Emmen
7812LT,43,,Ronerbrink,Emmen
7811CM,253,,Weerdingerstraat,Emmen
7811EL,133,,Hoofdstraat,Emmen
7815XW,30,,Polenstraat,Emmen
7815XG,20,,Meerstraat,Emmen
7815XA,43,,Meerstraat,Emmen
7815XA,33,,Meerstraat,Emmen
7815XA,25,,Meerstraat,Emmen
7815XG,10,,Meerstraat,Emmen
7815XA,11,,Meerstraat,Emmen
7812RE,203,,Ruinerbrink,Emmen
7812RD,169,,Ruinerbrink,Emmen
7812RD,157,,Ruinerbrink,Emmen
7812TJ,114,,Druwerbrink,Emmen
7812TJ,116,,Druwerbrink,Emmen
7812TC,91,,Druwerbrink,Emmen
7812TC,83,,Druwerbrink,Emmen
7812TC,77,,Druwerbrink,Emmen
7812TM,224,,Druwerbrink,Emmen
7812TM,204,,Druwerbrink,Emmen
7812TL,190,,Druwerbrink,Emmen
7812TL,162,,Druwerbrink,Emmen
7812TL,172,,Druwerbrink,Emmen
7812TL,180,,Druwerbrink,Emmen
7812TC,95,,Druwerbrink,Emmen
7827AS,41,,Huismus,Emmen
7827AR,1,,Huismus,Emmen
7827AR,5,,Huismus,Emmen
7827AP,218,,Mussenveld,Emmen
7827AP,220,,Mussenveld,Emmen
7827AP,209,,Mussenveld,Emmen
7827AP,210,,Mussenveld,Emmen
7827AL,160,,Mussenveld,Emmen
7827AN,199,,Mussenveld,Emmen
7827AN,200,,Mussenveld,Emmen
7827AL,156,,Mussenveld,Emmen
7827AL,153,,Mussenveld,Emmen
7827AL,147,,Mussenveld,Emmen
7812LX,82,,Ronerbrink,Emmen
7812LX,84,,Ronerbrink,Emmen
7812LX,74,,Ronerbrink,Emmen
7812LW,46,,Ronerbrink,Emmen
7812LW,48,,Ronerbrink,Emmen
7812LW,50,,Ronerbrink,Emmen
7812LV,67,,Ronerbrink,Emmen
7812MR,30,,Orvelterbrink,Emmen
7811KR,448,,Klepel,Emmen
7811KM,4,,Klepel,Emmen
7811JA,13,,Wilhelminastraat,Emmen
7811KJ,24,,Van Schaikweg,Emmen
7827GG,45,,Sneeuwuil,Emmen
7827GG,51,,Sneeuwuil,Emmen
7827GG,54,,Sneeuwuil,Emmen
7812HM,288,,Slenerbrink,Emmen
7812HR,185,,Slenerbrink,Emmen
7812HM,276,,Slenerbrink,Emmen
7812HM,280,,Slenerbrink,Emmen
7812HM,284,,Slenerbrink,Emmen
7812HN,326,,Slenerbrink,Emmen
7812HM,298,,Slenerbrink,Emmen
7812MZ,218,,Orvelterbrink,Emmen
7812TC,117,,Druwerbrink,Emmen
7812TC,109,,Druwerbrink,Emmen
7826HC,111,,Oosterveldsestraat,Emmen
7826HC,87,,Oosterveldsestraat,Emmen
7826HC,81,,Oosterveldsestraat,Emmen
7826HC,43,,Oosterveldsestraat,Emmen
7825WB,16,,Oosterveldsestraat,Emmen
7825WB,26,,Oosterveldsestraat,Emmen
7827GK,66,,Steenuil,Emmen
7827GJ,36,,Steenuil,Emmen
7827GE,91,,Steenuil,Emmen
7827HW,70,,Boomvalk,Emmen
7827HW,71,,Boomvalk,Emmen
7827HW,68,,Boomvalk,Emmen
7827HW,54,,Boomvalk,Emmen
7827HR,111,,Torenvalk,Emmen
7812CB,45,,Hesselterbrink,Emmen
7811KJ,40,,Van Schaikweg,Emmen
7812AA,37,,Noordbargerstraat,Emmen
7811LC,5,,Bargermeerweg,Emmen
7812HE,76,,Slenerbrink,Emmen
7812HA,15,,Slenerbrink,Emmen
7812HB,55,,Slenerbrink,Emmen
7812HC,141,,Slenerbrink,Emmen
7812HP,147,,Slenerbrink,Emmen
7812HJ,184,,Slenerbrink,Emmen
7812HG,146,,Slenerbrink,Emmen
7812MR,6,,Orvelterbrink,Emmen
7812MP,109,,Orvelterbrink,Emmen
7812MP,123,,Orvelterbrink,Emmen
7812MP,141,,Orvelterbrink,Emmen
7812MP,139,,Orvelterbrink,Emmen
7812MX,172,,Orvelterbrink,Emmen
7812MN,89,,Orvelterbrink,Emmen
7811LP,25,,De Hoge Loo,Emmen
7811LP,27,,De Hoge Loo,Emmen
7825TV,20,,Keistraat,Emmen
7821AW,31,,Rondweg,Emmen
7821CA,10,,Nijbracht,Emmen
7891DC,35,,Boterbloem,Klazienaveen
7891DS,13,,Hondsdraf,Klazienaveen
7827DP,27,,Vinkenveld,Emmen
7827DJ,68,,Appelvink,Emmen
7827DJ,71,,Appelvink,Emmen
7827DB,49,,Distelvink,Emmen
7827NM,27,,Tortelduif,Emmen
