7894EG,87,,Verlengde van Echtenskanaal NZ,Zwartemeer
7894EG,90,,Verlengde van Echtenskanaal NZ,Zwartemeer
7894EJ,6,,Barrièreweg,Zwartemeer
7894AB,26,,Eemslandweg,Zwartemeer
7894AA,21,,Eemslandweg,Zwartemeer
7894AB,31,,Eemslandweg,Zwartemeer
7894AB,34,,Eemslandweg,Zwartemeer
7894AB,37,,Eemslandweg,Zwartemeer
7894AB,43,,Eemslandweg,Zwartemeer
7894AB,42,,Eemslandweg,Zwartemeer
7894CR,57,,Dosterdstraat,Zwartemeer
7894CP,27,,Dosterdstraat,Zwartemeer
7894CP,19,,Dosterdstraat,Zwartemeer
7894CR,29,,Dosterdstraat,Zwartemeer
7894CS,12,,Dosterdstraat,Zwartemeer
7765AG,9,,Zuidersloot,Weiteveen
7765AG,15,,Zuidersloot,Weiteveen
7765BT,3,,Wollegras,Weiteveen
7765BT,8,,Wollegras,Weiteveen
7765AG,37,,Zuidersloot,Weiteveen
7765AG,39,,Zuidersloot,Weiteveen
7765AG,33,,Zuidersloot,Weiteveen
7765BV,8,,Vogelwikke,Weiteveen
7765AJ,52,,Zuidersloot,Weiteveen
7765AJ,56,,Zuidersloot,Weiteveen
7765AK,88,,Zuidersloot,Weiteveen
7833AK,223,,Vaart ZZ,Nieuw-Amsterdam
7833AJ,171,,Vaart ZZ,Nieuw-Amsterdam
7833AJ,176,,Vaart ZZ,Nieuw-Amsterdam
7833AH,166,,Vaart ZZ,Nieuw-Amsterdam
7833HJ,169,,Vaart NZ,Nieuw-Amsterdam
7833HJ,176,,Vaart NZ,Nieuw-Amsterdam
7765AE,47,,Bargerweg,Weiteveen
7887TK,125,,Griendtsveenstraat,Erica
7887TK,126,,Griendtsveenstraat,Erica
7887TK,127,,Griendtsveenstraat,Erica
7887TK,100,,Griendtsveenstraat,Erica
7761PM,22,,Berkenlaan,Schoonebeek
7761PM,15,,Berkenlaan,Schoonebeek
7761PM,18,,Berkenlaan,Schoonebeek
7761AH,32,,Europaweg,Schoonebeek
7766AB,67,,Europaweg,Nieuw-Schoonebeek
7766AW,19,,Dordseweg,Nieuw-Schoonebeek
7766AW,13,,Dordseweg,Nieuw-Schoonebeek
7766AX,8,,Dordseweg,Nieuw-Schoonebeek
7766BG,17,,Carboonlaan,Nieuw-Schoonebeek
7766BG,37,,Carboonlaan,Nieuw-Schoonebeek
7766BB,32,,Molenaarslaan,Nieuw-Schoonebeek
7766BB,26,,Molenaarslaan,Nieuw-Schoonebeek
7766BA,25,,Molenaarslaan,Nieuw-Schoonebeek
7766BA,19,,Molenaarslaan,Nieuw-Schoonebeek
7766BD,34,,Van Eklaan,Nieuw-Schoonebeek
7766BC,33,,Van Eklaan,Nieuw-Schoonebeek
7765BA,16,,Korhoenlaan,Weiteveen
7765BA,18,,Korhoenlaan,Weiteveen
7765BA,34,,Korhoenlaan,Weiteveen
7765BA,15,,Korhoenlaan,Weiteveen
7765BA,19,,Korhoenlaan,Weiteveen
7765BA,21,,Korhoenlaan,Weiteveen
7765BA,25,,Korhoenlaan,Weiteveen
7765BC,1,,Orchideelaan,Weiteveen
7765BG,6,,Ir. Biewengaweg,Weiteveen
7766AK,335,,Europaweg,Nieuw-Schoonebeek
7766AK,329,,Europaweg,Nieuw-Schoonebeek
7894AP,119,,Kamerlingswijk WZ,Zwartemeer
7894AP,107,,Kamerlingswijk WZ,Zwartemeer
7894AJ,42,,Kamerlingswijk OZ,Zwartemeer
7894AN,94,,Kamerlingswijk WZ,Zwartemeer
7894AN,95,,Kamerlingswijk WZ,Zwartemeer
7894AT,16,,Nieuweweg,Zwartemeer
7761PK,41,,Beekweg,Schoonebeek
7761PK,35,,Beekweg,Schoonebeek
7761PK,43,,Beekweg,Schoonebeek
7833AG,149,,Vaart ZZ,Nieuw-Amsterdam
7833AG,147,,Vaart ZZ,Nieuw-Amsterdam
7765AL,116,,Zuidersloot,Weiteveen
7765AH,127,,Zuidersloot,Weiteveen
7765AN,182,,Zuidersloot,Weiteveen
7765AH,137,,Zuidersloot,Weiteveen
7765AX,19,,Zusterweg,Weiteveen
7765BH,13,,De Singel,Weiteveen
7765AX,9,,Zusterweg,Weiteveen
7765AX,11,,Zusterweg,Weiteveen
7765BJ,2,,Plantsoenweg,Weiteveen
7765BK,8,,De Meilers,Weiteveen
7765BK,10,,De Meilers,Weiteveen
7765BD,3,,Heidestraat,Weiteveen
7765BE,18,,Heidestraat,Weiteveen
7765BA,8,,Korhoenlaan,Weiteveen
7894AC,57,,Eemslandweg,Zwartemeer
7894CN,47,,Klemstrook,Zwartemeer
7894CN,51,,Klemstrook,Zwartemeer
7891GV,12,,Industriestraat,Klazienaveen
7891GT,12,,Verlengde Dorpshuiswijk ZZ,Klazienaveen
7891HP,11,,Molenwerf,Klazienaveen
7891HM,22,,Molenwijk OZ,Klazienaveen
7891HM,3,,Molenwijk OZ,Klazienaveen
7894AD,69,,Eemslandweg,Zwartemeer
7891NN,410,,Dordsedijk,Klazienaveen
7891NN,423,,Dordsedijk,Klazienaveen
7891NN,426,,Dordsedijk,Klazienaveen
7891NN,440,,Dordsedijk,Klazienaveen
7894AG,122,,Eemslandweg,Zwartemeer
7894AG,121,,Eemslandweg,Zwartemeer
7894AE,104,,Eemslandweg,Zwartemeer
7894AE,92,,Eemslandweg,Zwartemeer
7894AE,90,,Eemslandweg,Zwartemeer
7894CV,11,,Mosveen,Zwartemeer
7894CV,19,,Mosveen,Zwartemeer
7894AB,41,,Eemslandweg,Zwartemeer
7894CH,41,,De Blokken,Zwartemeer
7894DH,10,,De Klinken,Zwartemeer
7894BT,8,,De Hoven,Zwartemeer
7894CG,29,,Dorpshuiswijk ZZ,Zwartemeer
7891GP,237,,Langestraat,Klazienaveen
7891GR,260,,Langestraat,Klazienaveen
7891GS,274,,Langestraat,Klazienaveen
7891GS,282,,Langestraat,Klazienaveen
7894AA,15,,Eemslandweg,Zwartemeer
7891GP,234,,Langestraat,Klazienaveen
7891GN,214,,Langestraat,Klazienaveen
7891GN,196,,Langestraat,Klazienaveen
7891GM,189,,Langestraat,Klazienaveen
7891ML,7,,Gaffel,Klazienaveen
7894CP,11,,Dosterdstraat,Zwartemeer
7894CS,26,,Dosterdstraat,Zwartemeer
7894ES,5,,Het Slag,Zwartemeer
7894ES,7,,Het Slag,Zwartemeer
7894CV,35,,Mosveen,Zwartemeer
7894CV,27,,Mosveen,Zwartemeer
7894CZ,42,,Mosveen,Zwartemeer
7894CX,18,,Mosveen,Zwartemeer
7894CZ,30,,Mosveen,Zwartemeer
7894CX,4,,Mosveen,Zwartemeer
7894CX,6,,Mosveen,Zwartemeer
7894ET,10,,Het Slag,Zwartemeer
7894EV,8,,Kluinstraat,Zwartemeer
7894CJ,43,,De Blokken,Zwartemeer
7894CK,79,,De Blokken,Zwartemeer
7894CK,85,,De Blokken,Zwartemeer
7894CK,89,,De Blokken,Zwartemeer
7894CK,99,,De Blokken,Zwartemeer
7894CH,21,,De Blokken,Zwartemeer
7894CH,25,,De Blokken,Zwartemeer
7894CH,31,,De Blokken,Zwartemeer
7894DA,49,,De Loegen,Zwartemeer
7894DB,36,,De Banken,Zwartemeer
7761WD,5,,De Gasthuislanden,Schoonebeek
7761XB,33,,De Kerfjes,Schoonebeek
7761XC,10,,De Kerfjes,Schoonebeek
7761XA,13,,De Kerfjes,Schoonebeek
7761XC,38,,De Kerfjes,Schoonebeek
7761XB,47,,De Kerfjes,Schoonebeek
7761XB,55,,De Kerfjes,Schoonebeek
7761AR,63,,Flintenpad,Schoonebeek
7761AP,33,,Flintenpad,Schoonebeek
7761AP,31,,Flintenpad,Schoonebeek
7761AT,38,,Flintenpad,Schoonebeek
7894DC,15,,De Banken,Zwartemeer
7894DA,12,,De Loegen,Zwartemeer
7894DA,8,,De Loegen,Zwartemeer
7894DA,11,,De Loegen,Zwartemeer
7894DA,25,,De Loegen,Zwartemeer
7894BT,20,,De Hoven,Zwartemeer
7894BT,24,,De Hoven,Zwartemeer
7894GB,21,,De Doorlaat,Zwartemeer
7894GA,6,,De Doorlaat,Zwartemeer
7894BD,3,,Mollemastraat,Zwartemeer
7894CH,13,,De Blokken,Zwartemeer
7814PD,27,,Holtstraat,Emmen
7828AA,5,378,Sandurdreef,Emmen
7828AA,5,383,Sandurdreef,Emmen
7828AA,5,384,Sandurdreef,Emmen
7828AA,5,433,Sandurdreef,Emmen
7828AA,5,431,Sandurdreef,Emmen
7828AA,5,423,Sandurdreef,Emmen
7828AA,5,406,Sandurdreef,Emmen
7828AA,5,401,Sandurdreef,Emmen
7828AA,5,344,Sandurdreef,Emmen
7828AA,5,343,Sandurdreef,Emmen
7828AA,5,331,Sandurdreef,Emmen
7881XN,7,BY,Bolster,Emmer-Compascuum
7881XN,7,TR,Bolster,Emmer-Compascuum
7811XT,100,,Kapelstraat,Emmen
7811XT,82,,Kapelstraat,Emmen
7811XT,104,,Kapelstraat,Emmen
7811XT,94,,Kapelstraat,Emmen
7811XT,84,,Kapelstraat,Emmen
7811XT,78,,Kapelstraat,Emmen
7811XT,74,,Kapelstraat,Emmen
7823JM,172,B259,Laan van de Iemenhees,Emmen
7761WE,16,,De Gasthuislanden,Schoonebeek
7761WE,10,,De Gasthuislanden,Schoonebeek
7761WE,4,,De Gasthuislanden,Schoonebeek
7761WE,6,,De Gasthuislanden,Schoonebeek
7761WE,12,,De Gasthuislanden,Schoonebeek
7761WD,37,,De Gasthuislanden,Schoonebeek
7761WD,29,,De Gasthuislanden,Schoonebeek
7761WC,12,,Andrieserf,Schoonebeek
7761XP,35,,Uithof,Schoonebeek
7761XP,31,,Uithof,Schoonebeek
7761XN,9,,Uithof,Schoonebeek
7761XN,23,,Uithof,Schoonebeek
7815CE,239,GB23,Varenkamp,Emmen
7761AM,180,,Europaweg,Schoonebeek
7761AE,177,,Europaweg,Schoonebeek
7761AD,165,,Europaweg,Schoonebeek
7761BJ,22,,De Mente,Schoonebeek
7761BH,23,,De Mente,Schoonebeek
7761BH,21,,De Mente,Schoonebeek
7761BH,9,,De Mente,Schoonebeek
7761BJ,2,,De Mente,Schoonebeek
7761WG,27,,Georgsmarienhütteplein,Schoonebeek
7761WG,29,,Georgsmarienhütteplein,Schoonebeek
7761XK,54,,Uithof,Schoonebeek
7761AA,49,,Europaweg,Schoonebeek
7761AJ,70,BED,Europaweg,Schoonebeek
7761AH,56,,Europaweg,Schoonebeek
7761PS,17,,Oostersebos,Schoonebeek
7761PS,7,,Oostersebos,Schoonebeek
7761CH,5,,De Kampen,Schoonebeek
7761CH,15,,De Kampen,Schoonebeek
7761CK,44,,De Kampen,Schoonebeek
7761CK,30,,De Kampen,Schoonebeek
7761CJ,43,,De Kampen,Schoonebeek
7761AL,122,,Europaweg,Schoonebeek
7766AP,122,,Europaweg,Schoonebeek
7761CL,17,,Kerkeind,Schoonebeek
7761BX,17,,Hankenhofweg,Schoonebeek
7761CA,29,,De Pienhoek,Schoonebeek
7761GP,59,,Het Schut,Schoonebeek
7761GP,79,,Het Schut,Schoonebeek
7761DM,58,,De Beeklanden,Schoonebeek
7761DM,66,,De Beeklanden,Schoonebeek
7761HB,26,,Duitslandlaan,Schoonebeek
7761HB,42,,Duitslandlaan,Schoonebeek
7761HJ,49,,Duitslandlaan,Schoonebeek
7761HJ,53,,Duitslandlaan,Schoonebeek
7761HJ,59,,Duitslandlaan,Schoonebeek
7761HK,54,,Duitslandlaan,Schoonebeek
7761HJ,65,,Duitslandlaan,Schoonebeek
7761HM,6,,Portugallaan,Schoonebeek
7761HM,3,,Portugallaan,Schoonebeek
7761HL,8,,Frankrijklaan,Schoonebeek
7761HL,2,,Frankrijklaan,Schoonebeek
7761HH,1,,Griekenlandlaan,Schoonebeek
7761HE,1,,Italiëlaan,Schoonebeek
7761AH,58,,Europaweg,Schoonebeek
7761AA,57,,Europaweg,Schoonebeek
7761AW,13,,Kooikerlaan,Schoonebeek
7761AX,14,,Kooikerlaan,Schoonebeek
7761AX,36,,Kooikerlaan,Schoonebeek
7761AZ,40,,Kooikerlaan,Schoonebeek
7761AX,30,,Kooikerlaan,Schoonebeek
7761BN,81,,Spanjaardspad,Schoonebeek
7891MR,16,,Boeg,Klazienaveen
7891MR,6,,Boeg,Klazienaveen
7891MJ,7,,Anker,Klazienaveen
7891MJ,3,,Anker,Klazienaveen
